fiscalDateEnding,reportedEPS
1996-12-31,0.1
1997-12-31,0.12
1998-12-31,0.0861
1999-12-31,0.1321
2000-12-31,0.376
2001-12-31,0.4813
2002-12-31,0.26
2003-12-31,0.3951
2004-12-31,0.65
2005-12-31,1.32
2006-12-31,2.14
2007-12-31,2.99
2008-12-31,1.22
2009-12-31,0.18
2010-12-31,0.98
2011-12-31,6.12
2012-12-31,8.52
2013-12-31,3.78
2014-12-31,2.79
2015-12-31,4.62
2016-12-31,0.54
2017-12-31,2.24
2018-12-31,6.45
2019-12-31,4.88
2020-12-31,-0.87
2021-12-31,1.51
2022-12-31,14.13
2023-12-31,9.53
2024-12-31,0.98
2025-12-31,5.07
2026-03-31,0.69
