fiscalDateEnding,reportedEPS
1996-12-31,1.21
1997-12-31,1.36
1998-12-31,1.34
1999-12-31,1.55
2000-12-31,1.68
2001-12-31,1.25
2002-12-31,1.38
2003-12-31,1.48
2004-12-31,1.61
2005-12-31,1.79
2006-12-31,2.02
2007-12-31,2.28
2008-12-31,2.48
2009-12-31,2.33
2010-12-31,2.36
2011-12-31,2.52
2012-12-31,2.97
2013-12-31,3.6
2014-12-31,3.88
2015-12-31,4.5
2016-12-31,5.52
2017-12-31,5.96
2018-12-31,5.78
2019-12-31,5.61
2020-12-31,6.87
2021-12-31,7.64
2022-12-31,7.56
2023-12-31,6.71
2024-12-31,7.29
2025-12-31,7.66
2026-03-31,1.86
