date,dividend
2021-08-30,0.241
2021-11-29,1.015
2022-02-25,0.547
2022-05-27,0.559
2022-08-30,0.559
2022-11-29,0.553
2023-02-27,0.547
2023-05-30,0.559
2023-08-30,0.559
2023-11-29,0.553
2024-02-28,0.553
2024-05-31,0.559
2024-08-30,0.559
2024-12-02,0.559
2025-02-28,0.547
2025-05-30,0.547
2025-08-29,0.547
2025-12-01,0.547
2026-02-27,0.547
