fiscalDateEnding,reportedEPS
1996-12-31,2.14
1997-12-31,2.43
1998-12-31,2.72
1999-12-31,2.99
2000-12-31,3.11
2001-12-31,3.01
2002-12-31,3.05
2003-12-31,2.57
2004-12-31,2.51
2005-12-31,2.56
2006-12-31,2.54
2007-12-31,2.37
2008-12-31,2.55
2009-12-31,2.4
2010-12-31,2.24
2011-12-31,2.16
2012-12-31,2.25
2013-12-31,2.84
2014-12-31,3.35
2015-12-31,3.99
2016-12-31,3.87
2017-12-31,3.75
2018-12-31,4.71
2019-12-31,4.81
2020-12-31,4.9
2021-12-31,5.4
2022-12-31,5.17
2023-12-31,4.71
2024-12-31,4.67
2025-12-31,4.67
2026-03-31,1.28
