fiscalDateEnding,reportedEPS
1996-12-31,2.2
1997-12-31,2.34
1998-12-31,2.34
1999-12-31,2.13
2000-12-31,0.72
2001-12-31,-0.8
2002-12-31,0.45
2003-12-31,-0.08
2004-12-31,0.57
2005-12-31,0.82
2006-12-31,1.17
2007-12-31,1.32
2008-12-31,1.72
2009-12-31,2.02
2010-12-31,2.24
2011-12-31,2.81
2012-12-31,2.81
2013-12-31,3.07
2014-12-31,3.42
2015-12-31,3.6
2016-12-31,3.92
2017-12-31,4.04
2018-12-31,5.2
2019-12-31,5.11
2020-12-31,5.92
2021-12-31,7.66
2022-12-31,6.74
2023-12-31,5.85
2024-12-31,6.41
2025-12-31,7.8
2026-03-31,1.86
