fiscalDateEnding,reportedEPS
1996-12-31,-0.02
1997-12-31,-0.05
1998-12-31,0.5026
1999-12-31,-0.08
2000-12-31,0.32
2001-12-31,-0.52
2002-12-31,0.26
2003-12-31,-0.0033
2004-12-31,0.14
2005-12-31,0.16
2006-12-31,0.3
2007-12-31,0.38
2008-12-31,0.48
2009-12-31,0.65
2010-12-31,0.66
2011-12-31,0.79
2012-12-31,0.97
2013-12-31,1.25
2014-12-31,1.46
2015-12-31,1.64
2016-12-31,1.77
2017-12-31,2.06
2018-12-31,2.56
2019-12-31,3.12
2020-12-31,2.61
2021-12-31,3.24
2022-12-31,3.65
2023-12-31,3.97
2024-12-31,4.33
2025-12-31,4.3
2026-03-31,0.79
