fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2015-12-31,USD,-53744000,None,None,None,None,27301000,7479000,None,3036000,None,-7611000,356000,None,None,None,None,6902000,6902000,None,None,None,None,200000000,None,555000,None,None,-118285000
2016-03-31,USD,-40698000,None,None,None,None,28958000,5422000,None,677000,None,-5422000,-6240000,None,None,None,None,None,None,None,None,None,None,None,None,390000,None,None,-61816000
2016-06-30,USD,-28888000,None,None,None,None,15821000,6014000,None,14677000,None,-34230000,194720000,None,None,None,None,None,None,None,None,None,None,None,None,125000,None,None,-50063000
2016-09-30,USD,7521000,None,None,None,None,22538000,2435000,None,-5876000,None,6500000,-1228000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-33642000
2016-12-31,USD,12180000,None,None,None,None,9054000,3082000,None,723000,None,-3154000,-765000,None,None,None,None,6902000,6902000,None,None,None,None,200000000,None,384000,None,None,34032000
2017-03-31,USD,65553000,None,None,None,None,14582000,11378000,-30526000,-28592000,None,-11378000,-190765000,None,None,None,None,190000000,190000000,None,None,None,None,0,None,None,-136590000,None,108308000
2017-06-30,USD,161404000,None,None,None,None,19650000,16885000,5071000,-4339000,None,-16885000,-3439000,None,None,None,None,2673000,2673000,None,None,None,None,0,None,922000,141080000,None,129865000
2017-09-30,USD,116109000,None,None,None,None,23393000,34408000,-51171000,37003000,None,-34408000,-3440000,None,None,None,None,2677000,2677000,None,None,None,None,0,None,233000,78261000,None,119717000
2017-12-31,USD,91446000,None,None,None,None,17788000,29954000,None,-17804000,None,-29954000,-260635000,None,None,None,None,601552000,601552000,None,None,None,None,0,None,3026000,None,None,97156000
2018-03-31,USD,193738000,None,None,None,None,24552000,22542000,-33039000,1784000,None,-22542000,115392000,None,None,None,None,2685000,2685000,None,None,None,None,0,None,198000,286588000,None,178694000
2018-06-30,USD,132519000,None,None,None,None,21127000,32877000,25047000,-7174000,None,-32877000,-366581000,None,None,None,None,352665000,352665000,None,None,None,None,-12100000,None,4481000,-266939000,None,91312000
2018-09-30,USD,102342000,None,None,None,None,26071000,24160000,15116000,-5677000,None,-23805000,-3468000,None,None,None,None,2632000,2632000,None,None,None,None,0,None,919000,75069000,None,52591000
2018-12-31,USD,130797000,None,None,None,None,25459000,23050000,-23905000,9255000,None,-28405000,-26969000,None,None,None,None,2653000,2653000,None,None,None,None,-25930000,None,807000,75423000,None,374190000
2019-03-31,USD,126408000,None,None,None,None,22233000,24395000,-44329000,-10823000,None,-29739000,-147332000,None,None,None,None,2606000,2606000,None,None,None,None,-1970000,None,1194000,-50663000,None,110447000
2019-06-30,USD,231430000,None,None,None,None,25678000,27705000,21894000,190000,None,-28116000,-238911000,None,None,None,None,232604000,232604000,None,None,None,None,-1970000,None,1455000,-35597000,None,125481000
2019-09-30,USD,150427000,None,None,None,None,25741000,26266000,51589000,-9655000,None,-42455000,-18614000,None,None,None,None,2604000,2604000,None,None,None,None,-10576000,None,1569000,89358000,None,45021000
2019-12-31,USD,24549000,None,None,None,None,23678000,28912000,None,-10203000,None,-33903000,-6766000,None,None,None,None,2580000,2580000,None,None,None,None,-12546000,None,1602000,None,None,20751000
2020-03-31,USD,21022000,None,None,None,None,28692000,22775000,-32055000,-17326000,None,-20219000,62557000,None,None,None,None,2598000,2598000,None,None,None,None,0,None,1733000,63360000,None,21545000
2020-06-30,USD,31964000,None,None,None,None,22156000,25979000,54517000,-28268000,None,-31033000,-37011000,None,None,None,None,2599000,2599000,None,None,None,None,0,None,1991000,-36080000,None,-9161000
2020-09-30,USD,29167000,None,None,None,None,27965000,23305000,-4408000,1707000,None,-27831000,-5586000,None,None,None,None,2599000,2599000,None,None,None,None,0,None,1910000,-4250000,None,-14434000
2020-12-31,USD,30473000,None,None,None,None,39279000,15429000,-5189000,30422000,None,-29106000,-5864000,None,None,None,None,2599000,2599000,None,None,None,None,0,None,1968000,-4497000,None,-33711000
2021-03-31,USD,45222000,None,None,None,None,32903000,9479000,7178000,-16107000,None,-21792000,-13399000,None,None,None,None,2613000,2613000,None,None,None,None,None,None,1696000,10031000,None,-21355000
2021-06-30,USD,68678000,None,None,None,None,40151000,14172000,10961000,49155000,None,-15129000,-8620000,None,None,None,None,2616000,2616000,None,None,None,None,None,None,5544000,44929000,None,-4681000
2021-09-30,USD,62930000,None,None,None,None,28967000,10498000,-8111000,-14345000,None,-10498000,-50913000,None,None,None,None,2613000,2613000,None,None,None,None,None,None,1523000,1519000,None,38427000
2021-12-31,USD,174713000,None,None,None,None,-100280000,23744000,-51729000,26990000,None,-23727000,-23542000,None,None,None,None,2613000,2613000,None,None,None,None,0,None,607000,127444000,None,138490000
2022-03-31,USD,70141000,None,None,None,None,25797000,10528000,None,-39446000,None,-17888000,-14045000,None,None,None,None,3126000,3126000,None,None,None,None,None,None,7218000,None,None,146249000
2022-06-30,USD,329585000,None,None,None,None,1051000,71674000,None,-29499000,None,-82910000,-35873000,None,None,None,None,28973000,28973000,None,None,None,None,None,None,4433000,None,None,296992000
2022-09-30,USD,247184000,None,None,None,None,30805000,41320000,None,-4313000,None,-55881000,-90486000,None,None,None,None,44423000,44423000,None,None,None,None,None,None,2599000,None,None,98403000
2022-12-31,USD,194994000,None,None,None,None,2114000,85220000,None,-6587000,None,-255144000,-12715000,None,None,None,None,3143000,3143000,None,None,None,None,None,None,3371000,None,None,99654000
2023-03-31,USD,192934000,None,None,None,None,713000,68179000,None,17406000,None,-85018000,-74848000,None,None,None,None,50016000,50016000,None,None,None,None,-9198000,None,7702000,None,None,182277000
2023-06-30,USD,124510000,None,None,None,None,30919000,136116000,None,-8909000,None,-232403000,-12252000,None,None,None,None,3687000,3687000,None,None,None,None,None,None,4573000,None,None,82094000
2023-09-30,USD,138574000,None,None,None,None,34020000,106525000,None,27127000,None,-112349000,-166835000,None,None,None,None,3687000,3687000,None,None,None,None,None,None,2198000,None,None,85382000
2023-12-31,USD,245090000,None,None,None,None,25573000,180854000,None,-66409000,None,-182455000,-11249000,None,None,None,None,3687000,3687000,None,None,None,None,None,None,3734000,None,None,128876000
2024-03-31,USD,104058000,None,None,None,None,40023000,99703000,None,16162000,None,-101690000,-46707000,None,None,None,None,30638000,30638000,None,None,None,None,-11777000,None,9152000,None,None,136989000
2024-06-30,USD,146975000,None,None,None,None,38150000,110961000,None,-8244000,None,-121619000,-10191000,None,None,None,None,5594000,5594000,None,None,None,None,None,None,5035000,None,None,70711000
2024-09-30,USD,62208000,None,None,None,None,36642000,115878000,None,-16012000,None,-172498000,-8089000,None,None,None,None,4243000,4243000,None,None,None,None,11777000,None,874000,None,None,41767000
2024-12-31,USD,54207000,None,None,None,None,40931000,130679000,None,-10401000,None,-142195000,-3524000,None,None,None,None,3348000,3348000,None,None,None,None,None,None,7009000,None,None,1136000
2025-03-31,USD,10917000,None,None,None,None,46608000,79347000,None,7721000,None,-77765000,30309000,None,None,None,None,5184000,5184000,None,None,None,None,None,None,8053000,None,None,-8167999
2025-06-30,USD,37546000,None,None,None,None,814000,74966000,None,-15252000,None,-94332000,-14819000,None,None,None,None,4226000,4226000,None,None,None,None,None,None,10098000,None,None,5606000
2025-09-30,USD,104694000,None,None,None,None,43594000,91941000,None,-1177000,None,-133829000,-17756000,None,None,None,None,4208000,4208000,None,None,None,None,None,None,5211000,None,None,36598000
2025-12-31,USD,76089000,None,None,None,None,57962000,94207000,None,-19608000,None,-99224000,-13113000,None,None,None,None,4206000,4206000,None,None,None,None,None,None,4644000,None,None,22962000
2026-03-31,USD,-11726000,None,None,None,None,52273000,80129000,None,-15608000,None,-57429000,-28145000,None,None,None,None,4738000,4738000,None,None,None,None,-14771000,None,10099000,None,None,72341000
