fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2007-12-31,USD,603100000,None,None,None,None,41700000,60700000,None,None,None,-194900000,-321400000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,215300000
2008-12-31,USD,60088000,None,None,None,None,79720000,63014000,None,-21760000,None,-304563000,60022000,None,None,None,None,None,None,None,None,None,None,None,None,-22984000,None,None,323854000
2009-12-31,USD,252823000,None,None,None,None,159349000,93725000,None,29262000,None,-67635000,-5600000,None,None,None,None,None,None,None,None,None,None,None,None,3039000,None,None,147920000
2010-12-31,USD,192406000,None,None,None,None,71633000,63649000,None,-19260000,None,-90314000,-183733000,None,None,None,None,143334000,143334000,None,None,None,None,None,None,-5276000,None,None,153526000
2011-12-31,USD,173591000,None,None,None,None,73003000,63874000,-26887000,-135947000,None,-154322000,7535000,None,None,None,None,20854000,20854000,None,None,None,None,4463000,None,17927000,24067000,-2737000,161953000
2012-12-31,USD,184927000,None,None,None,None,69697000,86635000,-52034000,-30553000,None,-111397000,-108006000,None,None,None,None,9485000,9485000,None,None,None,None,-96774000,None,18009000,-31662000,2814000,217557000
2013-12-31,USD,137886000,None,None,None,None,70525000,67150000,19726000,11971000,None,20053000,-190878000,None,None,None,None,38011000,38011000,None,None,None,None,-157093000,None,15072000,-37431000,-4492000,332590000
2014-12-31,USD,74925000,None,None,None,None,105798000,76751000,-50080000,5044000,None,-199806000,104599000,None,None,None,None,43469000,43469000,None,None,None,None,-149774000,None,23461000,-33147000,-12865000,21457000
2015-12-31,USD,330164000,None,None,None,None,78621000,68335000,40094000,3053000,None,-71887000,-409430000,None,None,None,None,34479000,34479000,None,None,None,None,-69747000,None,31699000,-158240000,-7087000,131446000
2016-12-31,USD,239850000,None,None,None,None,50554000,52634000,28570000,18542000,None,-179689000,-88897000,None,None,None,None,37370000,37370000,None,None,None,None,-292997000,None,15371000,-29088000,-352000,183612000
2017-12-31,USD,222154000,None,None,None,None,56557000,96880000,-42803000,-26610000,None,-90656000,-61178000,None,None,None,None,42043000,42043000,None,None,None,None,-8049000,None,15222000,77763000,7443000,148365000
2018-12-31,USD,169290000,None,None,None,None,60097000,109338000,62193000,11596000,None,-326724000,-9323000,None,None,None,None,63821000,63821000,None,None,None,None,-214759000,None,11883000,-176736000,-9979000,227305000
2019-12-31,USD,279368000,None,None,None,None,61722000,182124000,15605000,-14135000,None,-179995000,-43713000,None,None,None,None,65374000,65374000,None,None,None,None,-29190000,None,12726000,55992000,332000,244677000
2020-12-31,USD,196442000,None,None,None,None,60674000,255027000,-98302000,6843000,None,-265319000,25046000,None,None,None,None,72940000,72940000,None,None,None,None,-27209000,None,16844000,-43831000,None,279196000
2021-12-31,USD,386026000,None,None,None,None,69080000,311052000,84006000,-1991000,None,-304653000,-90136000,None,None,None,None,79668000,79668000,None,None,None,None,-230828000,None,18613000,-8763000,None,306288000
2022-12-31,USD,244704000,None,None,None,None,73842000,198312000,15167000,None,None,-256236000,13952000,None,None,None,None,81074000,81074000,None,None,None,None,-26588000,None,14127000,2420000,None,238620000
2023-12-31,USD,363701000,None,None,None,None,78566000,151286000,None,None,None,-155642000,-169371000,None,None,None,None,84974000,84974000,None,None,None,None,-7592000,None,15896000,None,None,245849000
2024-12-31,USD,408428000,None,None,None,None,85862000,153647000,None,None,None,-154561000,-252785000,None,None,None,None,88349000,88349000,None,None,None,None,-20000000,None,21680000,None,None,282298000
2025-12-31,USD,479848000,None,None,None,None,109186000,184557000,None,None,None,-742109000,693640000,None,None,None,None,92467000,92467000,None,None,None,None,-30000000,None,26072000,None,None,329861000
