fiscalDateEnding,reportedEPS
1996-06-30,0.02
1997-06-30,0.04
1998-06-30,0.1
1999-06-30,0.14
2000-06-30,0.18
2001-06-30,0.22
2002-06-30,0.27
2003-06-30,0.34
2004-06-30,0.41
2005-06-30,0.52
2006-06-30,0.65
2007-06-30,0.76
2008-06-30,0.76
2009-06-30,0.99
2010-06-30,1.26
2011-06-30,1.49
2012-06-30,1.8
2013-06-30,2.26
2014-06-30,2.47
2015-06-30,2.57
2016-06-30,2.69
2017-06-30,2.83
2018-06-30,3.53
2019-06-30,3.65
2020-06-30,4.76
2021-06-30,5.33
2022-06-30,5.79
2023-06-30,6.45
2024-06-30,7.73
2025-06-30,9.55
2026-03-31,5.36
