fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2012-12-31,USD,None,None,None,None,None,None,286000,None,None,None,None,8004000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2013-03-31,None,-2068000,None,None,None,None,91500,42500,None,-57500,None,-292500,3500,None,None,None,None,None,None,None,None,None,None,None,None,366500,None,None,-3300000
2013-06-30,USD,-2068000,None,None,None,None,91500,42500,None,-57500,None,-292500,3500,None,None,None,None,None,None,None,None,None,None,10000,None,366500,None,None,-3300000
2013-09-30,USD,-2875000,None,None,None,None,106000,5000,None,-198000,None,-5000,2914000,None,None,None,None,None,None,None,None,None,None,10000,None,273000,None,None,-3722000
2013-12-31,USD,-2734000,None,None,None,None,102000,10000,None,-212000,None,-10000,4909000,None,None,None,None,None,None,None,None,None,None,None,None,272000,None,None,-2873000
2014-03-31,USD,-2126000,None,None,None,None,94000,0,None,-424000,None,-700000,506000,None,None,None,None,None,None,None,None,None,None,None,None,201000,None,None,-3476000
2014-06-30,USD,-6297000,None,None,None,None,89000,5000,None,-404000,None,-248000,31705000,None,None,None,None,None,None,None,None,None,None,None,None,198000,None,None,-5811000
2014-09-30,USD,-3706000,None,None,None,None,89000,35000,None,1378000,None,-535000,-264000,None,None,None,None,None,None,None,None,None,None,None,None,196000,None,None,-7064000
2014-12-31,USD,-2658000,None,None,None,None,86000,108000,None,-138000,None,-108000,-1833000,None,None,None,None,None,None,None,None,None,None,19000,None,381000,None,None,-1988000
2015-03-31,USD,-2598000,None,None,None,None,72000,7000,1102000,-49000,None,-7000,-2688000,None,None,None,None,197000,197000,None,None,None,None,197000,None,387000,-5293000,None,-5803000
2015-06-30,USD,-3984000,None,None,None,None,69000,16000,-37000,-51000,None,-16000,72725000,None,None,None,None,0,0,None,None,None,None,61447000,None,537000,68725000,None,-3677000
2015-09-30,USD,-4581000,None,None,None,None,69000,57000,-759000,-57000,None,-11347000,-1109000,None,None,None,None,0,0,None,None,None,None,-1109000,None,281000,-17037000,None,-4619000
2015-12-31,USD,-3946000,None,None,None,None,84000,71000,328000,569000,None,-34990000,-57000,None,None,None,None,197000,197000,None,None,None,None,25389000,None,187000,-38993000,None,-3857000
2016-03-31,USD,-4855000,None,None,None,None,67000,137000,95000,14000,None,10328000,94000,None,None,None,None,0,0,None,None,None,None,139000,None,221000,5567000,None,-5190000
2016-06-30,USD,-3992000,None,None,None,None,80000,61000,424000,-33000,None,1679000,133000,None,None,None,None,0,0,None,None,None,None,134000,None,172000,-2180000,None,-4551000
2016-09-30,USD,-3931000,None,None,None,None,80000,24000,28000,-13000,None,-13111000,155000,None,None,None,None,0,0,None,None,None,None,155000,None,268000,-16887000,None,-4175000
2016-12-31,USD,-4277000,None,None,None,None,77000,9000,-292000,614000,None,-4197000,14000,None,None,None,None,0,0,None,None,None,None,14000,None,398000,-8460000,None,-5708000
2017-03-31,USD,-4530000,None,None,None,None,81000,57000,137000,62000,None,10060000,16000,None,None,None,None,0,0,None,None,None,None,16000,None,371000,5546000,None,-4216000
2017-06-30,USD,-4387000,None,None,None,None,65000,1000,-177000,78000,None,10266000,16000,None,None,None,None,0,0,None,None,None,None,0,None,389000,5879000,None,-4006000
