fiscalDateEnding,reportedEPS
1996-12-31,0.29
1997-12-31,0.44
1998-12-31,-0.05
1999-12-31,0.18
2000-12-31,0.97
2001-12-31,0.72
2002-12-31,0.51
2003-12-31,1.27
2004-12-31,1.46
2005-12-31,3.2
2006-12-31,3.15
2007-12-31,3.46
2008-12-31,4.07
2009-12-31,0.77
2010-12-31,1.38
2011-12-31,2.56
2012-12-31,1.16
2013-12-31,4.38
2014-12-31,5.63
2015-12-31,-0.54
2016-12-31,-1.95
2017-12-31,-0.83
2018-12-31,0.03
2019-12-31,-0.48
2020-12-31,-0.23
2021-12-31,1.84
2022-12-31,7.28
2023-12-31,5.93
2024-12-31,6.79
2025-12-31,5.68
2026-03-31,0
