date,dividend
1991-02-11,0.044444
1991-05-09,0.044444
1991-08-09,0.048889
1991-11-12,0.048889
1992-02-11,0.048889
1992-05-11,0.048889
1992-08-12,0.053333
1992-11-09,0.053333
1993-02-08,0.053333
1993-05-10,0.053333
1993-08-10,0.06
1993-11-08,0.06
1994-02-09,0.06
1994-05-10,0.06
1994-08-09,0.066667
1994-11-08,0.066667
1995-02-09,0.066667
1995-05-09,0.066667
1995-08-11,0.08
1995-11-13,0.08
1996-02-13,0.08
1996-05-13,0.08
1996-08-13,0.09
1996-11-13,0.09
1997-02-12,0.09
1997-05-13,0.09
1997-08-13,0.09
1997-11-12,0.1
1998-02-11,0.1
1998-05-13,0.1
1998-08-12,0.1
1998-11-10,0.1
1999-02-10,0.05
1999-05-12,0.05
1999-08-11,0.05
1999-11-10,0.05
2000-02-11,0.05
2000-05-11,0.05
2000-08-11,0.05
2000-11-13,0.05
2001-02-13,0.05
2001-05-11,0.05
2001-08-13,0.05
2007-02-21,0.15
2008-02-19,0.25
2009-02-20,0.1
2010-03-04,0.25
2010-11-18,0.25
2011-11-22,0.25
2012-11-21,0.25
2013-11-14,0.26
2014-11-20,0.3
2015-11-24,0.3
2017-10-24,0.13
2018-11-29,0.25
