fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2023-03-31,None,232733023,611583,179750,179750,None,None,232121440,None,None,None,None,None,None,None,None,431833,None,1767039,1767039,None,None,None,None,14847180,None,None,None,None,None,1767039,None,230965984,None,-1056018,232022002,40560433
2023-06-30,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26650300
2023-09-30,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26650300
2023-12-31,USD,32743204,6786750,6759265,6759265,None,None,25956454,None,None,None,None,None,None,None,None,27485,None,184942233,16640293,1053819,None,None,None,168301940,None,None,None,None,None,15586474,11594661,0,None,-147255886,None,125775075
2024-03-31,USD,74783083,45111214,44882916,44882916,None,None,29671869,None,None,None,None,None,None,None,None,228298,None,31314054,12547956,731587,None,None,None,18766098,None,None,None,None,None,11816369,14490107,43469029,None,-260931903,None,40560433
2024-06-30,USD,92487902,55787009,54343224,54343224,None,None,36700893,None,None,None,None,None,None,None,None,1443785,None,31431321,14595873,1406835,None,None,None,16835448,None,None,None,None,None,13189038,12526147,61056581,None,-303852025,None,26650300
2024-09-30,USD,94269670,46130281,43370175,43370175,None,648328,48139389,None,None,None,None,None,None,None,None,2111778,None,34818122,16511192,1772612,None,None,166293,18306930,1915288,None,166293,None,1915288,14572287,12215323,59025139,None,-306000508,None,26650300
2024-12-31,USD,83086591,31221611,28330159,28330159,None,1225297,51864980,None,None,None,None,None,None,None,None,1666155,None,33317750,2368073,2204208,None,None,164028865,30949677,1743308,None,None,None,165608308,-163865000,24994315,29877748,None,-191047953,6655,40560433
2025-03-31,USD,81991686,29200448,27810160,27810160,None,402874,52791238,None,None,None,None,None,None,None,None,987414,None,34146659,2155024,1980897,None,None,174127,31991635,1775700,None,None,None,1775700,-174127,25980832,28842186,None,-193054092,6657,40564475
2025-06-30,USD,89851503,27358917,22810590,22810590,None,2286033,62492586,None,None,None,None,None,None,None,None,2262294,None,37552532,3311685,3119599,None,None,192086,34240847,1875748,None,None,None,1875748,2927513,28114645,31851397,None,-192705149,6665,40615773
2025-09-30,USD,100059670,36516858,31198846,31198846,None,2244447,63542812,None,None,None,None,None,None,None,None,3073565,None,41725704,18249109,7281859,None,None,195973,23476595,1830552,None,None,None,1830552,10771277,17366165,35156862,None,-189391251,6665,40615773
2025-12-31,USD,102040056,36618582,31826830000,31826830000,None,1959000,65421474,None,None,None,None,None,None,None,None,-31792170418,None,43359994,18971217,6776384,None,None,200419,24388777,1788662,None,None,None,1788662,11576846,16651065,35456720,None,-189248843,6665,40632000
