fiscalDateEnding,reportedEPS
1996-12-31,0.22
1997-12-31,0.04
1998-12-31,0.14
1999-12-31,0.21
2000-12-31,0.27
2001-12-31,0.28
2002-12-31,0.32
2003-12-31,0.42
2004-12-31,0.52
2005-12-31,0.59
2006-12-31,0.68
2007-12-31,0.79
2008-12-31,0.96
2009-12-31,1.02
2010-12-31,1.2
2011-12-31,1.4
2012-12-31,1.57
2013-12-31,1.8
2014-12-31,2.01
2015-12-31,2.11
2016-12-31,2.45
2017-12-31,3.28
2018-12-31,4.27
2019-12-31,4.88
2020-12-31,6.46
2021-12-31,8.61
2022-12-31,8.03
2023-12-31,10.07
2024-12-31,11.25
2025-12-31,13.07
2026-03-31,0
