fiscalDateEnding,reportedEPS
1996-01-31,0.69
1997-01-31,0.23
1998-01-31,0.14
1999-01-31,0.17
2000-01-31,0.29
2001-01-31,0.42
2002-01-31,0.55
2003-01-31,0.55
2004-01-31,0.4892
2005-01-31,0.6151
2006-01-31,0.79
2007-01-31,0.3
2008-01-31,0.6964
2009-01-31,-0.0311
2010-01-31,0.2037
2011-01-31,0.51
2012-01-31,0.87
2013-01-31,-0.13
2014-01-31,1.39
2015-01-31,3.56
2016-01-31,1.1
2017-01-31,2.88
2018-01-31,3.5495
2019-01-31,2.72
2020-01-31,0.18
2021-01-31,0.19
2022-01-31,2.91
2023-01-31,1.57
2024-01-31,3.47
2025-01-31,3.29
2026-01-31,2.7665
