fiscalDateEnding,reportedEPS
1996-12-31,0.47
1997-12-31,0.57
1998-12-31,0.69
1999-12-31,0.87
2000-12-31,1.11
2001-12-31,1.43
2002-12-31,1.89
2003-12-31,2.49
2004-12-31,2.99
2005-12-31,3.41
2006-12-31,3.94
2007-12-31,3.73
2008-12-31,2.79
2009-12-31,0.06
2010-12-31,1.1
2011-12-31,2.34
2012-12-31,2.71
2013-12-31,3.27
2014-12-31,3.87
2015-12-31,3.62
2016-12-31,3.82
2017-12-31,3.4
2018-12-31,3.37
2019-12-31,2.67
2020-12-31,0
2021-12-31,4.2
2022-12-31,4.97
2023-12-31,4.82
2024-12-31,3.33
2025-12-31,2.61
