fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2005-12-31,USD,27921984,17870476,4730837,4730837,5971695,5370611,10051508,10052000,None,None,None,None,None,None,1005000,792333,None,4343828,3030553,1452314,None,None,None,1313275,None,None,None,None,None,1578239,None,23578156,-3922000,25915024,1138096,966132
2006-03-31,USD,28463251,18757550,1709511,1709511,5921907,7042609,9705701,9705000,None,None,None,None,None,None,3305000,778523,None,4669714,3429439,1771919,None,None,None,1240275,None,None,None,None,None,1657520,None,23793537,-3922000,26130405,1138096,966132
2006-06-30,USD,28751779,18588479,304008,304008,5794817,7264111,10163300,10164000,None,None,None,None,None,None,4505000,720543,None,4663621,3595346,1478252,None,None,None,1068275,None,None,None,None,None,2117094,None,24088158,-3922000,26425026,1138096,966132
2006-09-30,USD,28932401,18933756,169029,169029,6214992,6666881,9998645,9998000,None,None,None,None,None,None,5005000,877854,None,4779968,3706693,1644736,None,None,None,1073275,None,None,None,None,None,2061957,None,24152433,-3922000,26489301,1138096,966132
2006-12-31,USD,27906476,18069216,367581,367581,5481309,5902628,9837260,9837000,None,None,None,None,None,None,5405000,912698,None,3903308,2827033,1431468,None,None,None,1076275,None,None,None,None,None,1395565,None,24003168,-3922000,26340036,1138096,966132
2007-03-31,USD,28534687,18818392,464060,464060,5932492,6244565,9716295,9717000,None,None,None,None,None,None,5380000,797275,None,4395150,3343875,1930778,None,None,None,1051275,None,None,None,None,None,1413097,None,24139537,-3922000,26476405,1138096,966132
2007-06-30,USD,28623973,19020242,1396348,1396348,5873098,6649468,9603731,9604000,None,None,None,None,None,None,4380000,721328,None,4134942,3122667,1785615,None,None,None,1012275,None,None,None,None,None,1337052,None,24489031,-3922000,26825899,1138096,966132
2007-09-30,USD,28436394,19116887,1645425,1645425,5563733,6152447,9319507,9319000,None,None,None,None,None,None,4880000,875282,None,3749166,2761891,1435894,None,None,None,987275,None,None,None,None,None,1325997,None,24687228,-3922000,27024096,1138096,966132
2007-12-31,USD,27907013,18800076,665072,665072,4975833,5329413,9106937,9107000,None,None,None,None,None,None,6880000,949758,None,3332388,2347113,1147014,None,None,None,985275,None,None,None,None,None,1200099,None,24574625,-3922000,26911493,1138096,966132
2008-03-31,USD,27909780,18938077,1654379,1654379,5484929,5362814,8971703,8972000,None,None,None,None,None,None,5680000,755955,None,3626315,2673040,1651863,None,None,None,953275,None,None,None,None,None,1021177,None,24283465,-3922000,26620333,1138096,966132
2008-06-30,USD,27381164,18628725,3059551,3059551,5489613,5076029,8752439,8752000,None,None,None,None,None,None,4330000,673532,None,3291015,2369740,1362573,None,None,None,921275,None,None,None,None,None,1007167,None,24090149,-3922000,26427017,1138096,966132
2008-09-30,USD,26991269,18378144,1582189,1582189,5574925,4525798,8613125,8613000,None,None,None,None,None,None,5799000,896232,None,3270433,2376158,1059990,None,None,None,894275,None,None,None,None,None,1316168,None,23720836,-3922000,26057704,1138096,966132
2008-12-31,USD,25408970,17008997,1553226,1553226,5048632,3315748,8399973,8400000,None,None,None,None,None,None,5997000,1094391,None,2500362,1635087,509657,None,None,None,865275,None,None,None,None,None,1125430,None,22908608,-3922000,25245476,1138096,966132
2009-03-31,USD,24666607,16446689,640859,640859,4479920,3044673,8219918,8220000,None,None,None,None,None,None,6992000,1289237,None,2555763,1727488,838652,None,None,None,828275,None,None,None,None,None,888836,None,22110844,-3922000,24447712,1138096,966132
2009-06-30,USD,24073562,16068373,823426,823426,4086896,2916648,8005189,8006000,None,None,None,None,None,None,6739000,1502403,None,2498788,1702513,762599,None,None,None,796275,None,None,None,None,None,886134,None,21574774,-3922000,23911642,1138096,966132
2009-09-30,USD,23962706,15996483,375174,375174,3933709,3743940,7966223,7967000,None,None,None,None,None,None,6595000,1348660,None,2731360,1968085,1001497,None,None,None,763275,None,None,None,None,None,901913,None,21231346,-3922000,23568214,1138096,966132
2009-12-31,USD,23627071,15820596,569286,569286,3753936,3813663,7806475,7806000,None,None,None,None,None,None,6430000,1253711,None,2464957,1730682,1022747,None,None,None,734275,None,None,None,None,None,605689,None,21162114,-3922000,23498982,1138096,966132
2010-03-31,USD,24177498,16579097,543350,543350,4368819,4234415,7598401,7598000,None,None,None,None,None,None,6180000,1252513,None,3078128,2383853,1376769,None,None,None,694275,None,None,None,None,None,864381,None,21099370,-3922000,23436238,1138096,966132
2010-06-30,USD,24490868,17025213,779163,779163,4062543,4756644,7465655,7466000,None,None,None,None,None,None,6226000,1200863,None,3068052,2376777,1186414,None,None,None,691275,None,None,None,None,None,1057974,None,21422816,-3922000,23759684,1138096,966132
2010-09-30,USD,24573488,17141750,1248833,1248833,4203826,4679180,7431738,7431000,None,None,None,None,None,None,6221000,788911,None,3141292,2438017,1292944,None,None,None,703275,None,None,None,None,None,1040811,None,21432196,-3922000,23769064,1138096,966132
2010-12-31,USD,23658845,16179967,725524,725524,4310154,4017081,7478878,7479000,None,None,None,None,None,None,6380000,7127208,None,2296481,1551206,748781,None,None,None,745275,None,None,None,None,None,717727,None,21362364,-3922000,23699232,1138096,966132
2011-03-31,USD,24523916,16984002,591993,591993,4800527,5052930,7539914,7540000,None,None,None,None,None,None,5828000,710552,None,3160466,2452191,1561861,None,None,None,708275,None,None,None,None,None,825313,None,21363450,-3922000,23700318,1138096,966132
2011-06-30,USD,24611255,17106975,1265387,1265387,4895737,5046474,7504280,923587,27865877,0,0,0,None,None,5220000,679377,None,2776220,2090945,1008502,None,None,None,685275,None,0,None,None,None,987701,None,21835035,-3922098,24171903,1138096,966132
2011-09-30,USD,25199804,17663866,409452,409452,4828937,5335805,7535938,923587,28084871,0,0,0,None,None,6320000,769672,None,3163064,2475789,1105464,None,None,None,687275,None,0,None,None,None,1271712,None,22036740,-3922098,24373608,1138096,966132
2011-12-31,USD,24858264,16962739,704345,704345,5212040,4398426,7895525,7895525,None,0,0,0,None,None,5880000,6647928,None,2733751,1948476,968266,None,None,109313,785275,None,0,None,None,None,719245,None,22124513,-3922098,24461381,1138096,966132
2012-03-31,USD,25804299,18016005,199867,199867,5065446,6210192,7788294,923587,28526667,0,0,0,None,None,5798000,742500,None,3330972,2560697,1285172,None,None,None,770275,None,0,None,None,None,1185422,None,22473327,-3922098,24810195,1138096,966132
2012-06-30,USD,26018920,18102275,602336,602336,5227478,5420892,7916645,923587,28710314,0,0,0,None,None,6187000,664569,None,3250080,2491805,1349036,None,None,None,758275,None,0,None,None,None,1093607,None,22768840,-3922098,25105708,1138096,966132
2012-09-30,USD,26550739,18818832,1306506,1306506,5214761,5453193,7731907,923587,28961678,0,0,0,None,None,6056282,788090,None,3463478,2697203,1229279,None,None,None,766275,None,0,None,None,None,1342302,None,23087261,-3922098,25424129,1138096,966132
2012-12-31,USD,25911503,17833637,392810,392810,4936372,4577932,8077866,923587,28900113,0,0,0,None,None,7088000,838523,None,2910767,1958492,1003647,None,None,91547,952275,None,0,None,None,None,778393,None,23000736,-3922098,25337604,1138096,966132
2013-03-31,USD,26928708,19033833,1755131,1755131,5284492,5863016,7894875,923587,29165694,0,0,0,None,None,5385000,746194,None,3619360,2739085,1534591,None,None,None,880275,None,0,None,None,None,1130798,None,23309348,-3922098,25646216,1138096,966132
2013-06-30,USD,27754227,18279945,876983,876983,4992252,5801140,9474282,38786764,-29312482,0,0,0,None,None,5908248,701322,None,3951585,3062310,1483596,None,None,None,889275,None,0,None,None,None,1381103,None,23802642,-3922098,26139510,1138096,966132
2013-09-30,USD,28789173,18801155,914445,914445,4894521,6248403,9988018,39221818,-29233800,0,0,0,None,None,5958348,785438,None,4311247,3299972,1426371,None,None,None,1011275,None,0,None,None,None,1662828,None,24477926,-3922098,26814794,1138096,966132
2013-12-31,USD,28157346,17748226,443608,443608,4880788,5510770,10409120,10409120,None,0,0,0,None,None,6207348,705712,None,3286244,2220969,924943,None,None,91957,1065275,None,0,None,None,None,1078003,None,24871102,-3922098,27207970,1138096,966132
2014-03-31,USD,29206558,18552146,737073,737073,5153432,6458610,10654412,39964593,-29310181,0,0,0,None,None,5460348,742683,None,4327440,3242165,1793079,None,None,None,1085275,None,0,None,None,None,1373380,None,24879118,-3922098,27215986,1138096,966132
2014-06-30,USD,29186517,18596046,1063500,1063500,5214225,6194099,10590471,40113039,-29522568,0,0,0,None,None,5361100,763122,None,3912248,2845973,1472679,None,None,None,1066275,None,0,None,None,None,1318567,None,25274269,-3922098,27611137,1138096,966132
2014-09-30,USD,29612714,18788045,851331,851331,5282751,5961305,10824669,40650426,-29825757,0,0,0,None,None,5809000,883658,None,3971592,2962317,1295116,None,None,None,1009275,None,0,None,None,None,1576233,None,25641122,-3922098,27977990,1138096,966132
2014-12-31,USD,28967635,18089640,231252,231252,5162474,5669654,10877995,10877995,None,0,0,0,None,None,6058000,968260,None,3226712,2119437,923819,None,None,92901,1107275,None,0,None,None,None,1032851,None,25740923,-3922098,28077791,1138096,966132
2015-03-31,USD,29419771,18441825,457693,457693,5035548,6267309,10977946,41348777,-30370831,0,0,0,None,None,5809000,872275,None,3631812,2546537,1282362,None,None,None,1085275,None,0,None,None,None,1079457,None,25787959,-3922098,28124827,1138096,966132
2015-06-30,USD,29880047,18746391,1602497,1602497,5010529,5906646,11133656,41762047,-30628391,0,0,0,None,None,5320000,906719,None,3695031,2623756,1173018,None,None,None,1071275,None,0,None,None,None,1275910,None,26185016,-3922098,28521884,1138096,966132
2015-09-30,USD,30371927,19117764,1080803,1080803,4864052,5902138,11254163,41389392,-30135229,0,0,0,None,None,6316000,954771,None,3938344,2869069,1275949,None,None,None,1069275,None,0,None,None,None,1364432,None,26433583,-3922098,28770451,1138096,966132
2015-12-31,USD,30123137,18424694,800894,800894,4538212,5438332,11698443,11698443,None,0,0,0,None,None,6565000,1082256,None,3631721,2312446,768111,None,None,92526,1319275,None,0,None,None,None,984620,None,26491416,-3922098,28828284,1138096,966132
2016-03-31,USD,30448686,18450217,965148,965148,4919704,6111917,11998469,42191413,-30192944,0,0,0,None,None,6067000,386448,None,3725650,2839566,1420080,None,None,None,886084,None,0,None,None,None,971297,None,26723036,-3922098,29059904,1138096,966132
2016-06-30,USD,31090140,19061818,907384,907384,4991208,6278622,12028322,42516453,-30488131,0,0,0,None,None,6565000,319604,None,3745949,2866865,1240204,None,None,None,879084,None,0,None,None,None,1362929,None,27344191,-3922098,29681059,1138096,966132
2016-09-30,USD,31444964,18884367,896107,896107,4804294,5896286,12560597,43352196,-30791599,0,0,0,None,None,6814000,473680,None,3812348,2818264,1122334,None,None,None,994084,None,0,None,None,None,1423537,None,27632616,-3922098,29969484,1138096,966132
