fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,17734000,None,None,None,None,5365000,8113000,None,-713000,None,17721000,-762000,None,None,None,None,5674000,5674000,None,None,None,None,None,None,1762000,None,None,28724000
2007-12-31,USD,83642000,None,None,None,None,6960000,11088000,None,-345000,None,-18132000,-16165000,None,None,None,None,6125000,6125000,None,None,None,None,-11544000,None,2521000,None,None,32466000
2008-12-31,USD,82851000,None,None,None,None,12693000,14572000,None,-33000,None,-65034000,-40433000,None,None,None,None,7134000,7134000,None,None,None,None,-26054000,None,3851000,None,None,49690000
2009-12-31,USD,54251000,None,None,None,None,13499000,9457000,None,1697000,None,-18822000,-24594000,None,None,None,None,7271000,7271000,None,None,None,None,-13043000,None,3454000,None,None,34182000
2010-12-31,USD,32149000,None,None,None,None,17442000,7089000,None,1034000,None,-43001000,-30652000,None,None,None,None,7530000,7530000,None,None,None,None,-5690000,None,3687000,None,None,14740000
2011-12-31,USD,29680000,None,None,None,None,20053000,8666000,14552000,-270000,None,-35750000,-29039000,None,None,None,None,7520000,7520000,None,None,None,None,-7256000,None,3604000,-35109000,None,-36492000
2012-12-31,USD,30510000,None,None,None,None,20630000,11782000,4549000,1195000,None,-23168000,-17822000,None,None,None,None,7498000,7498000,None,None,None,None,-2860000,None,2797000,-10480000,None,11849000
2013-12-31,USD,38423000,None,None,None,None,18572000,17403000,-14345000,1208000,None,-16253000,-10873000,None,None,None,None,7875000,7875000,None,None,None,None,-1832000,None,3974000,11297000,None,28556000
2014-12-31,USD,42552000,None,None,None,None,21336000,19183000,-15595000,281000,None,-74142000,11600000,None,None,None,None,8444000,8444000,None,None,None,None,-7974000,None,4806000,-19990000,None,28599000
2015-12-31,USD,97867000,None,None,None,None,23416000,20808000,-7214000,956000,None,-25628000,-47839000,None,None,None,None,9358000,9358000,None,None,None,None,-8330000,None,5609000,24400000,None,57440000
2016-12-31,USD,91188000,None,None,None,None,26166000,23217000,10182000,213000,None,-79318000,-36260000,None,None,None,None,10264000,10264000,None,None,None,None,-14392000,None,5041000,-24390000,None,64896000
2017-12-31,USD,114090000,None,None,None,None,37456000,35467000,-35930000,-584000,None,-128968000,19346000,None,None,None,None,10987000,10987000,None,None,None,None,-9007000,None,6377000,4468000,None,55272000
2018-12-31,USD,147190000,None,None,None,None,42689000,27268000,-68621000,-1538000,None,-95710000,-42402000,None,None,None,None,12268000,12268000,None,None,None,None,-28533000,None,7161000,9078000,None,112903000
2019-12-31,USD,142028000,None,None,None,None,51572000,31750000,-49508000,2366000,None,-224450000,87590000,None,None,None,None,14543000,14543000,None,None,None,None,-21048000,None,5878000,5168000,None,114324000
2020-12-31,USD,286510000,None,None,None,None,60629000,24131000,38486000,-1457000,None,-207802000,-74600000,None,None,None,None,15499000,15499000,None,None,None,None,-31196000,None,6934000,4108000,None,150139000
2021-12-31,USD,180151000,None,None,None,None,68944000,22330000,-58046000,-5651000,None,-246722000,70451000,None,None,None,None,17384000,17384000,None,None,None,None,-29417000,None,10593000,3880000,None,143348000
2022-12-31,USD,301531000,None,None,None,None,81347000,48359000,-223178000,-13495000,None,-97178000,-205915000,None,None,None,None,20077000,20077000,None,None,None,None,-41463000,None,10532000,-1562000,None,245947000
2023-12-31,USD,639568000,None,None,None,None,81566000,94838000,None,-29688000,None,-193008000,-298624000,None,None,None,None,30379000,30379000,None,None,None,None,-21184000,None,12939000,None,None,323398000
2024-12-31,USD,849057000,None,None,None,None,145485000,111071000,None,6544000,None,-343509000,-160759000,None,None,None,None,42766000,42766000,None,None,None,None,-57912000,None,16646000,None,None,522433000
2025-12-31,USD,1186356000,None,None,None,None,79580000,154903000,None,-24411000,None,-467272000,-287125000,None,None,None,None,68833000,68833000,None,None,None,None,-215999000,None,21809000,None,None,1022558000
