fiscalDateEnding,reportedEPS
1997-12-31,0.38
1998-12-31,1.05
1999-12-31,1.09
2000-12-31,0.23
2001-12-31,0.3491
2002-12-31,-5.5754
2003-12-31,0.0797
2004-12-31,0.31
2005-12-31,0.45
2006-12-31,0.7
2007-12-31,0.78
2008-12-31,1.24
2009-12-31,0.9
2010-12-31,0.45
2011-12-31,0.15
2012-12-31,0.32
2013-12-31,0.66
2014-12-31,0.63
2015-12-31,1.29
2016-12-31,1.7
2017-12-31,1.71
2018-12-31,2.91
2019-12-31,3.05
2020-12-31,3.92
2021-12-31,3.94
2022-12-31,5.29
2023-12-31,8.73
2024-12-31,14.6
2025-12-31,28.9
2026-03-31,10.51
