fiscalDateEnding,reportedEPS
1996-12-31,1.88
1997-12-31,2.14
1998-12-31,2.23
1999-12-31,2.42
2000-12-31,2.76
2001-12-31,0.96
2002-12-31,1.14
2003-12-31,1.65
2004-12-31,2.67
2005-12-31,3.25
2006-12-31,2.47
2007-12-31,1.25
2008-12-31,-1.07
2009-12-31,-5.66
2010-12-31,-0.54
2011-12-31,1.13
2012-12-31,1.8
2013-12-31,2.68
2014-12-31,2.51
2015-12-31,2.94
2016-12-31,3.48
2017-12-31,3.8
2018-12-31,4.77
2019-12-31,4.36
2020-12-31,5.07
2021-12-31,8.27
2022-12-31,10.01
2023-12-31,8.22
2024-12-31,2.58
2025-12-31,3.01
2026-03-31,0.7
