fiscalDateEnding,reportedEPS
1996-12-31,1.16
1997-12-31,2.5
1998-12-31,2.46
1999-12-31,2.84
2000-12-31,3.29
2001-12-31,2.72
2002-12-31,4.31
2003-12-31,4.57
2004-12-31,5.24
2005-12-31,5.67
2006-12-31,7.05
2007-12-31,6.78
2008-12-31,2.81
2009-12-31,0.01
2010-12-31,0.52
2011-12-31,0.04
2012-12-31,0.94
2013-12-31,0.02
2014-12-31,0.31
2015-12-31,-0.239
2016-12-31,0.81
2017-12-31,0.24
2018-12-31,0.68
2019-12-31,0.06
2020-12-31,1.74
2021-12-31,1.78
2022-12-31,1.9
2023-12-31,-3.82
2024-12-31,0.99
2025-12-31,-1.87
2026-03-31,0
