fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-12-31,USD,3657000000,None,None,None,None,480000000,891000000,None,-308000000,None,-426000000,-1280000000,None,None,None,None,306000000,306000000,None,None,None,None,-1339000000,None,-190000000,None,None,2348000000
2007-12-31,USD,2726000000,None,None,None,None,583000000,1583000000,None,-218000000,None,-3661000000,-1570000000,None,None,None,None,314000000,314000000,None,None,None,None,-1374000000,None,-996000000,None,None,2524000000
2008-12-31,USD,2674000000,None,None,None,None,738000000,2476000000,None,-368000000,None,-1856000000,-1523000000,None,None,None,None,319000000,319000000,None,None,None,None,-507000000,None,None,None,None,2638000000
2009-12-31,USD,2406000000,None,None,None,None,931000000,1864000000,869000000,232000000,None,-3085000000,1670000000,None,None,None,None,324000000,324000000,None,None,None,None,-17000000,None,-1145000000,958000000,-33000000,1164000000
2010-12-31,USD,2212000000,None,None,None,None,1119000000,2069000000,-902000000,-331000000,None,-1755000000,-1114000000,None,None,None,None,327000000,327000000,None,None,None,None,-141000000,None,355000000,-684000000,-27000000,1802000000
2011-12-31,USD,3684000000,None,None,None,None,1359000000,2953000000,-1218000000,-564000000,None,-3190000000,833000000,None,None,None,None,330000000,330000000,None,None,None,None,-43000000,None,220000000,1300000000,-27000000,3010000000
2012-12-31,USD,3654000000,None,None,None,None,1628000000,3566000000,-682000000,-611000000,None,-3688000000,-172000000,None,None,None,None,333000000,333000000,None,None,None,None,-33000000,None,217000000,-214000000,-8000000,2645000000
2013-12-31,USD,4447000000,None,None,None,None,1900000000,2934000000,-449000000,-107000000,None,-2870000000,-1754000000,None,None,None,None,465000000,465000000,None,None,None,None,-4356000000,None,264000000,-128000000,49000000,2135000000
2014-12-31,USD,4062000000,None,None,None,None,2126000000,3283000000,-1375000000,-247000000,None,-3138000000,-1030000000,None,None,None,None,533000000,533000000,None,None,None,None,-800000000,None,298000000,-65000000,41000000,3501000000
2015-12-31,USD,2906000000,None,None,None,None,1835000000,2184000000,1468000000,153000000,None,-2192000000,7081000000,None,None,None,None,614000000,614000000,None,None,None,None,167000000,None,294000000,7786000000,-9000000,-667000000
2016-12-31,USD,-1703000000,None,None,None,None,1503000000,798000000,899000000,552000000,None,-710000000,-3540000000,None,None,None,None,620000000,620000000,None,None,None,None,-112000000,None,262000000,-6068000000,-115000000,-5769000000
2017-12-31,USD,2468000000,None,None,None,None,1556000000,1373000000,-1350000000,-29000000,None,-1927000000,-2161000000,None,None,None,None,626000000,626000000,None,None,None,None,-158000000,None,290000000,-1672000000,-52000000,-468000000
2018-12-31,USD,3157000000,None,None,None,None,1606000000,2026000000,-186000000,-681000000,None,-1993000000,-1419000000,None,None,None,None,630000000,630000000,None,None,None,None,-400000000,None,274000000,-329000000,-74000000,1657000000
2019-12-31,USD,2445000000,None,None,None,None,1625000000,1530000000,636000000,-202000000,None,-1445000000,-695000000,None,None,None,None,630000000,630000000,None,None,None,None,-100000000,None,257000000,260000000,-45000000,-1129000000
2020-12-31,USD,1881000000,None,None,None,None,1058000000,728000000,1394000000,340000000,None,-486000000,-1007000000,None,None,None,None,278000000,278000000,None,None,None,None,-100000000,None,-1058000000,295000000,-93000000,-2942000000
2021-12-31,USD,1911000000,None,None,None,None,904000000,799000000,-500000000,-10000000,None,-534000000,-838000000,None,None,None,None,161000000,161000000,None,None,None,None,-79000000,None,-904000000,481000000,-58000000,1468000000
2022-12-31,USD,2242000000,None,None,None,None,940000000,1011000000,-1151000000,-642000000,None,-967000000,-1798000000,None,None,None,None,435000000,435000000,None,None,None,None,-250000000,None,219000000,-523000000,None,1595000000
2023-12-31,USD,3458000000,None,None,None,None,998000000,1379000000,None,-494000000,None,-1659000000,-1671000000,None,None,None,None,576000000,576000000,None,None,None,None,-750000000,None,219000000,None,None,2662000000
2024-12-31,USD,3865000000,None,None,None,None,1079000000,1442000000,None,147000000,None,-1654000000,-1730000000,None,None,None,None,600000000,600000000,None,None,None,None,-1005000000,None,None,None,None,2516000000
2025-12-31,USD,2926000000,None,None,None,None,1136000000,1254000000,None,80000000,None,-1325000000,-1987000000,None,None,None,None,579000000,579000000,None,None,None,None,-1007000000,None,None,None,None,1292000000
