fiscalDateEnding,reportedEPS
1996-12-31,2.33
1997-12-31,3.16
1998-12-31,4.08
1999-12-31,5.36
2000-12-31,5.16
2001-12-31,5.44
2002-12-31,6.06
2003-12-31,5.91
2004-12-31,5.9
2005-12-31,6.17
2006-12-31,6.31
2007-12-31,8.13
2008-12-31,5.5
2009-12-31,4.34
2010-12-31,9.66
2011-12-31,8.95
2012-12-31,7.05
2013-12-31,10.03
2014-12-31,11.38
2015-12-31,12.39
2016-12-31,14.12
2017-12-31,13.78
2018-12-31,15.31
2019-12-31,16
2020-12-31,18.52
2021-12-31,26.66
2022-12-31,19.66
2023-12-31,16.17
2024-12-31,12.17
2025-12-31,7.04
2026-03-31,0
