fiscalDateEnding,reportedEPS
1998-12-31,2.7924
1999-12-31,3.1525
2000-12-31,2.7577
2001-12-31,0.9394
2002-12-31,1.3055
2003-12-31,1.7507
2004-12-31,3.395
2005-12-31,3.1513
2006-12-31,3.0646
2007-12-31,13.8523
2008-12-31,-8.0293
2009-12-31,1.2705
2010-12-31,1.9085
2011-12-31,1.0078
2012-12-31,3.2588
2013-12-31,3.1709
2014-12-31,2.62
2015-12-31,4.28
2016-12-31,3.56
2017-12-31,1.7
2018-12-31,1.88
2019-12-31,1.59
2020-12-31,1.51
2021-12-31,2.16
2022-12-31,2.37
2023-12-31,2.96
2024-12-31,3.29
2025-12-31,3.34
2026-03-31,0.77
