fiscalDateEnding,reportedEPS
1996-12-31,0.52
1997-12-31,0.73
1998-12-31,0.83
1999-12-31,0.79
2000-12-31,1.05
2001-12-31,0.75
2002-12-31,0.84
2003-12-31,0.78
2004-12-31,0.9
2005-12-31,1.16
2006-12-31,2.03
2007-12-31,2.4
2008-12-31,2.4
2009-12-31,1.9
2010-12-31,3.57
2011-12-31,4.77
2012-12-31,4.71
2013-12-31,4.07
2014-12-31,4.19
2015-12-31,3.94
2016-12-31,3.9
2017-12-31,4.6
2018-12-31,5.5
2019-12-31,6.04
2020-12-31,4.12
2021-12-31,4.05
2022-12-31,21.95
2023-12-31,22.24
2024-12-31,-2.34
2025-12-31,-0.79
2026-03-31,0
