date,dividend
2013-01-30,0.295
2013-05-21,0.453
2013-08-21,0.477
2013-11-20,0.502
2014-03-13,0.513
2014-05-15,0.513
2014-08-14,0.523
2014-11-13,0.533
2015-03-05,0.543
2015-06-11,0.548
2015-09-02,0.563
2015-11-16,0.578
2016-02-10,0.593
2016-05-17,0.598
2016-08-04,0.603
2016-11-02,0.608
2017-02-02,0.613
2017-05-04,0.618
2017-08-03,0.623
2017-11-03,0.628
2018-02-02,0.628
2018-05-17,0.525
2018-08-03,0.525
2018-11-02,0.525
2019-02-08,0.525
2019-05-03,0.525
2019-07-29,0.525
2019-11-04,0.525
2020-01-31,0.525
2020-05-04,0.525
2020-08-03,0.525
2020-11-02,0.525
2021-02-01,0.525
2021-05-03,0.525
2021-08-02,0.525
2021-11-02,0.525
2022-02-02,0.525
2022-05-02,0.525
2022-08-02,0.525
2022-11-02,0.525
2023-02-02,0.525
2023-05-02,0.525
2023-08-03,0.525
2023-11-02,0.525
2024-02-01,0.525
2024-05-02,0.525
2024-08-02,0.525
2024-11-04,0.525
2025-02-03,0.525
2025-05-05,0.525
2025-08-04,0.525
2025-11-03,0.525
2026-02-02,0.525
