Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
BYND,Common Stock,Beyond Meat Inc,"Beyond Meat, Inc., a food company, manufactures, markets, and sells plant-based meat products in the United States and internationally. The company is headquartered in El Segundo, California.",1655210,NASDAQ,USD,USA,CONSUMER DEFENSIVE,PACKAGED FOODS,"888 NORTH DOUGLAS STREET, EL SEGUNDO, CA, UNITED STATES, 90245",https://www.beyondmeat.com,December,2026-03-31,439781000,-157540992,None,40.75,-0.002,None,None,-1.83,1.774,0.795,-1.092,-0.178,-11.67,275496000,20153000,-1.83,0,-0.197,0.66,0,0,3,2,2,-,5000,1.596,59.32,2.7,2.797,2.677,4.82,0.5,0.768,1.527,463562000,447587000,3.436,40.721,None,None
