fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2016-12-31,USD,-6312000,16182000,22494000,22494000,-24766000,12657000,5782000,18454000,None,None,None,380000,None,None,None,2074000,-25146000,3000,None,None,None,-24766000,-22692000,-25149000
2017-12-31,USD,-2191000,32581000,34772000,34772000,-28565000,16843000,5722000,22865000,None,-1002000,None,1002000,None,None,None,3181000,-30379000,5000,None,-30384000,None,-29377000,-26196000,-30384000
2018-12-31,USD,17574000,87934000,70360000,70360000,-27989000,34399000,9587000,44048000,None,-1128000,None,1128000,None,None,None,4921000,-29885000,1000,None,-29886000,None,-28757000,-23836000,-29886000
2019-12-31,USD,99756000,297897000,198141000,198141000,-489000,74426000,20650000,100245000,None,-3071000,None,3071000,None,None,None,8106000,-12434000,9000,None,-12443000,None,4380000,12486000,-12443000
2020-12-31,USD,122275000,406785000,284510000,284510000,-49345000,133355000,31535000,171620000,None,-2576000,None,2576000,None,-759000,None,13299000,-52680000,72000,None,-52752000,None,-42915000,-29616000,-52752000
2021-12-31,USD,117281000,464700000,347419000,347419000,-174933000,197374000,66946000,292214000,None,-3648000,None,3648000,None,-3464000,None,21663000,-182045000,60000,None,-182105000,None,-159139000,-137476000,-182105000
2022-12-31,USD,-23743000,418933000,442676000,442676000,-342771000,218905000,62264000,319028000,None,-3966000,None,3966000,None,-19368000,None,32582000,-366105000,32000,None,-347189000,None,-325512000,-292930000,-366137000
2023-12-31,USD,-11350000,343376000,354726000,354726000,-341898000,195210000,39530000,330548000,None,-3955000,None,3955000,None,None,None,48094000,-338139000,5000,None,-338144000,None,-253623000,-205529000,-338144000
2024-12-31,USD,41699000,326452000,284753000,284753000,-156124000,163324000,28149000,197823000,None,-4097000,None,4097000,None,None,None,23121000,-160252001,25999,None,-160278000,None,-148624000,-125503000,-160278000
2025-12-31,USD,7646000,275496000,267850000,267850000,-233346000,217757000,23235000,240992000,None,-14028000,None,14028000,None,None,None,32773000,219988000,78000,None,178012000,None,233130000,265903000,219910000
