fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2017-09-30,None,None,None,None,None,None,None,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,-7161000
2017-12-31,USD,-5921000,None,None,None,None,818000,3606000,None,1120000,None,-3759000,45857000,None,None,None,None,None,None,None,None,None,None,None,None,146000,None,None,-7005000
2018-03-31,USD,-4888000,None,None,None,None,733000,3719000,None,-1144000,None,-3732000,-1368000,None,None,None,None,None,None,None,None,None,None,None,None,260000,None,None,-5696000
2018-06-30,USD,-7779000,None,None,None,None,887000,6254000,None,-5034000,None,-6301000,8522000,None,None,None,None,None,None,None,None,None,None,None,None,450000,None,None,-7396000
2018-09-30,USD,-11710000,None,None,None,None,1426000,8277000,None,-3449000,None,-8172000,46173000,None,None,None,None,None,None,None,None,None,None,-514000,None,380000,None,None,-9342000
2018-12-31,USD,-13344000,None,None,None,None,1875000,5000000,None,-12486000,None,-5037000,22872000,None,None,None,None,None,None,None,None,None,None,None,None,1151000,None,None,-7452000
2019-03-31,USD,-13280000,None,None,None,None,1905000,4624000,None,-4025000,None,-4993000,-589000,None,None,None,None,None,None,None,None,None,None,None,None,855000,None,None,-6649000
2019-06-30,USD,-9086000,None,None,None,None,2052000,5999000,None,-8413000,None,-5885000,256549000,None,None,None,None,None,None,None,None,None,None,255615000,None,1823000,None,None,-9441000
2019-09-30,USD,4027000,None,None,None,None,2023000,6295000,None,-17575000,None,-6275000,37712000,None,None,None,None,None,None,None,None,None,None,37722000,None,3129000,None,None,4099000
2019-12-31,USD,-28656000,None,None,None,None,2126000,9000000,None,-21326000,None,-9011000,1204000,None,None,None,None,None,None,None,None,None,None,None,None,7000000,None,None,-452000
2020-03-31,USD,-17202000,None,None,None,None,3028000,12398000,None,-39106000,None,-13362000,986000,None,None,None,None,None,None,None,None,None,None,-12000,None,5949000,None,None,1815000
2020-06-30,USD,-27133000,None,None,None,None,4048000,13633000,None,-22331000,None,-14966000,18190000,None,None,None,None,None,None,None,None,None,None,-1219000,None,7586000,None,None,-10205000
2020-09-30,USD,1598000,None,None,None,None,3421000,12017000,None,11174000,None,-11418000,2103000,None,None,None,None,None,None,None,None,None,None,-505000,None,6842000,None,None,-19285000
2020-12-31,USD,2742000,None,None,None,None,4791000,19648000,-5849000,11400000,None,-35154000,-23041000,None,None,None,None,None,None,None,None,None,None,-539000,None,6902000,-55453000,None,-25077000
2021-03-31,USD,-30657000,None,None,None,None,4326000,23363000,-963000,-24729000,None,-23381000,1019913000,None,None,None,None,None,None,None,None,None,None,-812000,None,7376000,965875000,None,-27266000
2021-06-30,USD,-89788000,None,None,None,None,5737000,28057000,-26750000,-20012000,None,-28184000,2161000,None,None,None,None,None,None,None,None,None,None,-975000,None,7863000,-115811000,None,-19652000
