date,dividend
1987-02-23,0.281
1987-05-22,0.325
1987-08-25,2.06
1987-11-23,0.381
1988-02-22,0.428
1988-05-24,0.281
1988-08-25,0.356
1988-11-23,0.247
1989-02-22,0.261
1989-05-24,0.227
1989-08-25,0.256
1989-11-27,0.252
1990-02-23,0.391
1990-05-24,0.442
1990-08-27,0.318
1990-11-26,0.39
1991-02-22,0.401
1991-05-24,0.359
1991-08-26,0.294
1991-11-22,0.215
1992-02-24,0.25
1992-05-22,0.264
1992-08-25,0.308
1992-11-23,0.287
1993-02-22,0.26
1993-05-24,0.299
1993-08-25,0.426
1993-11-23,0.379
1994-02-22,0.454
1994-05-24,0.406
1994-08-25,0.337
1994-11-23,0.288
1995-02-22,0.26
1995-05-24,0.258
1995-08-29,0.27
1995-11-28,0.27
1996-02-27,0.282
1996-05-29,0.318
1996-08-28,0.375
1996-11-26,0.425
1997-02-26,0.478
1997-05-28,0.492
1997-08-27,0.478
1997-11-25,0.442
1998-02-25,0.44
1998-05-27,0.402
1998-08-27,0.375
1998-11-25,0.405
1999-02-24,0.338
1999-05-26,0.338
1999-08-27,0.375
1999-11-26,0.516
2000-02-29,0.555
2000-05-26,0.643
2000-08-29,0.623
2000-11-28,0.862
2001-02-26,0.935
2001-05-29,1.174
2001-08-29,1.134
2001-11-28,0.724
2002-02-26,0.486
2002-05-29,0.459
2002-08-28,0.542
2002-11-26,0.629
2003-02-26,0.656
2003-05-28,0.412
2003-08-27,0.778
2003-11-25,0.762
2004-02-25,0.557
2004-05-26,0.534
2004-08-27,0.645
2004-11-26,0.559
2005-02-24,0.542
2005-05-26,0.543
2005-08-29,0.609
2005-11-28,0.789
2006-02-24,0.392
2006-05-26,0.447
2006-08-29,0.568
2006-11-28,0.576
2007-02-26,0.613
2007-05-29,0.703
2007-08-29,0.771
2007-11-28,0.761
2008-02-27,0.645
2008-05-28,0.746
2008-08-27,0.77
2008-11-25,0.885
2009-02-25,0.302
2009-05-27,0.261
2009-08-27,0.246
2009-11-25,0.323
2010-02-24,0.323
2010-05-26,0.376
2010-08-27,0.375
2010-11-26,0.344
2011-02-24,0.359
2011-05-26,0.415
2011-08-29,0.54
2011-11-28,0.522
2012-02-27,0.502
2012-05-29,0.431
2012-08-29,0.384
2012-11-28,0.293
2013-02-26,0.335
2013-05-29,0.395
2013-08-28,0.351
2013-11-26,0.378
2014-02-26,0.362
2014-05-28,0.297
2014-08-27,0.367
2014-11-25,0.292
2015-02-25,0.31
2015-05-27,0.145
2015-08-27,0.112
2015-11-25,0.066
2016-02-25,0.09
2016-05-26,0.073
2016-08-29,0.044
2016-11-28,0.091
2017-02-24,0.046
2017-05-26,0.096
2017-08-29,0.126
2017-11-29,0.053
2018-02-27,0.075
2018-05-30,0.093
2018-08-30,0.09
2018-11-29,0.096
2019-02-27,0.08
2019-05-30,0.06
2019-08-29,0.086
2019-11-27,0.049
2020-02-27,0.065
2020-05-28,0.104
2020-08-28,0.045
2020-11-27,0.007
2021-02-25,0.018
2021-05-27,0.028
2021-08-30,0.064
2021-11-29,0.107
2022-02-25,0.107
2022-05-27,0.198
2022-08-30,0.262
2022-11-29,0.244
2023-02-27,0.159
2023-05-30,0.11
2023-08-30,0.122
2023-11-29,0.084
2024-02-28,0.102
2024-05-31,0.056
2024-08-30,0.095
2024-11-29,0.103
2025-02-28,0.077
2025-05-30,0.111
2025-08-29,0.068
2025-11-28,0.049
2026-02-27,0.102
