fiscalDateEnding,reportedEPS
1998-01-31,0.0972
2000-01-31,0.7079
2001-01-31,0.5263
2002-01-31,0.6304
2003-01-31,0.8001
2004-01-31,0.2028
2005-01-31,-0.0954
2006-01-31,0.6546
2007-01-31,0.7725
2008-01-31,0.8483
2009-01-31,0.9479
2010-01-31,0.0457
2011-01-31,0.8682
2012-01-31,0.4768
2013-01-31,1.3927
2014-01-31,1.4512
2015-01-31,2.2432
2016-01-31,2.1952
2017-01-31,2.0339
2018-01-31,2.04
2019-01-31,2.1
2020-01-31,2.2
2021-01-31,3.47
2022-01-31,3.68
2023-01-31,4.22
2024-01-31,4.76
2025-01-31,4.48
2026-01-31,4.86
2026-04-30,0
