fiscalDateEnding,reportedEPS
1996-03-31,1.78
1997-03-31,2.69
1998-03-31,3.53
1999-03-31,3.99
2000-03-31,3.98
2001-03-31,3.9
2002-03-31,4.47
2003-03-31,3.68
2004-03-31,3.8384
2005-03-31,3.7319
2006-03-31,1.4936
2007-03-31,1.2509
2008-03-31,3.5614
2009-03-31,4.2766
2010-03-31,5.542
2011-03-31,4.1551
2012-03-31,3.27
2013-03-31,5.894
2014-03-31,3.0673
2015-03-31,3.5697
2016-03-31,3.9514
2017-03-31,-0.8984
2018-03-31,3.73
2019-03-31,4.46
2020-03-31,3.42
2021-03-31,4.17
2022-03-31,3.77
2023-03-31,3.7863
2024-03-31,4.8055
2025-03-31,5.7792
2025-12-31,3.0181
