fiscalDateEnding,reportedEPS
2011-12-31,0.35
2012-12-31,0.89
2013-12-31,1.49
2014-12-31,1.79
2015-12-31,2.07
2016-12-31,2.72
2017-12-31,3.08
2018-12-31,3.35
2019-12-31,3.61
2020-12-31,4.19
2021-12-31,5.73
2022-12-31,6.33
2023-12-31,3.9
2024-12-31,4.13
2025-12-31,3.61
2026-03-31,0
