fiscalDateEnding,reportedEPS
1996-12-31,1.4
1997-12-31,1.71
1998-12-31,1.31
1999-12-31,1.19
2000-12-31,2.41
2001-12-31,2.26
2002-12-31,1.7
2003-12-31,2.56
2004-12-31,3.97
2005-12-31,5.35
2006-12-31,6.59
2007-12-31,7.28
2008-12-31,8.44
2009-12-31,4.01
2010-12-31,6.26
2011-12-31,8.42
2012-12-31,8.09
2013-12-31,7.37
2014-12-31,7.36
2015-12-31,3.91
2016-12-31,2.36
2017-12-31,3.54
2018-12-31,4.97
2019-12-31,3.17
2020-12-31,0.15
2021-12-31,5.38
2022-12-31,14.06
2023-12-31,9.52
2024-12-31,7.84
2025-12-31,6.87
2026-03-31,1.16
