fiscalDateEnding,reportedEPS
1998-12-31,35.1962
1999-12-31,0.1612
2000-12-31,66.6284
2001-12-31,35.8297
2002-12-31,11.6167
2003-12-31,25.3711
2004-12-31,133.9352
2005-12-31,211.9307
2006-12-31,205.0862
2007-12-31,144.1002
2008-12-31,118.1969
2009-12-31,74.7419
2010-12-31,284.0654
2011-12-31,322.5777
2012-12-31,214.5084
2013-12-31,164.5315
2014-12-31,372.2384
2015-12-31,231.8739
2016-12-31,290.4617
2017-12-31,306.7
2018-12-31,-5.69
2019-12-31,242.81
2020-12-31,244.04
2021-12-31,491.05
2022-12-31,499.66
2023-12-31,204.2375
2024-12-31,90.6231
2025-12-31,516.1092
