fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2015-12-31,USD,5715000,12180000,6465000,6465000,-14523000,10155000,10083000,20238000,None,None,1040000,1040000,None,None,None,425000,-15943000,660000,None,-15943000,None,-14903000,-14478000,-15943000
2016-12-31,USD,7748000,17585000,9837000,9837000,-21711000,12466000,16993000,29459000,None,-1298000,1298000,1298000,None,None,None,444000,-23173000,1134000,None,-23173000,None,-21875000,-21431000,-23173000
2017-12-31,USD,9987000,22874000,12887000,12887000,-26005000,19688000,16304000,35992000,None,-951000,952000,952000,None,None,None,482000,-27019000,408000,None,-27019000,None,-26068000,-25586000,-27019000
2018-12-31,USD,17984000,37632000,19648000,19648000,-31550000,33776000,15292000,49068000,None,46000,46000,46000,None,-7000,None,1352000,-31045000,25000,None,-31536000,None,-31550000,-30198000,-31045000
2019-12-31,USD,26836000,56734000,29898000,29898000,-41600000,52246000,16190000,68436000,None,627000,627000,627000,None,-10000,None,3009000,-40983000,-187000,None,-40796000,None,-41600000,-38591000,-40796000
2020-12-31,USD,48182000,86377000,38195000,38195000,-31584000,59592000,20174000,79766000,None,-273000,None,273000,None,-49000,None,4312000,-31906000,-376000,None,-31530000,None,-31584000,-27272000,-31530000
2021-12-31,USD,61728000,110556000,48828000,48828000,-58586000,92336000,27978000,120314000,None,-403000,None,403000,None,1265000,None,4851000,-57724000,-36000,None,-57688000,None,-58586000,-53735000,-57688000
2022-12-31,USD,45363000,105522000,60159000,60159000,-104264000,91551000,26809000,149627000,None,5131000,5131000,5131000,None,-62000,None,5409000,-99410000,164000,None,-96700000,None,-73297000,-67888000,-99574000
2023-12-31,USD,72995000,121139000,48144000,48144000,-45991000,92823000,26064000,118986000,None,14335000,15839000,15839000,None,None,None,8290000,-27635000,719000,None,-38506000,None,-44663000,-36373000,-28354000
2024-12-31,USD,81119000,135436000,54317000,54317000,-52616000,104638000,31082000,133735000,None,14655000,14655000,None,None,None,None,8356000,-38097000,434000,None,-38531000,None,-52616000,-44260000,-38531000
2025-12-31,USD,64959000,138897000,73938000,73938000,-87415000,138852000,35922000,152374000,None,8567000,8567000,None,None,None,None,18925000,-112271000,-5121000,None,-107150000,None,-87415000,-68490000,-107150000
