fiscalDateEnding,reportedEPS
1996-12-31,2.1
1997-12-31,2.16
1998-12-31,1.95
1999-12-31,2.5
2000-12-31,2.69
2001-12-31,2.86
2002-12-31,2.89
2003-12-31,1.89
2004-12-31,2.89
2005-12-31,2.99
2006-12-31,3.87
2007-12-31,4.21
2008-12-31,4.55
2009-12-31,3.77
2010-12-31,3.62
2011-12-31,3.45
2012-12-31,3.33
2013-12-31,3.04
2014-12-31,2.57
2015-12-31,2.71
2016-12-31,2.64
2017-12-31,3.07
2018-12-31,2.59
2019-12-31,2.59
2020-12-31,2.39
2021-12-31,2.61
2022-12-31,2.42
2023-12-31,2.57
2024-12-31,2.63
2025-12-31,2.54
