date,dividend
2011-09-13,0.025
2011-12-13,0.025
2012-03-16,0.035
2012-06-13,0.035
2012-09-12,0.045
2012-12-12,0.045
2013-03-14,0.05
2013-06-12,0.05
2013-09-12,0.05
2013-12-13,0.05
2014-03-17,0.05
2014-06-11,0.06
2014-09-12,0.06
2014-12-17,0.06
2015-03-17,0.066
2015-06-10,0.066
2015-09-16,0.066
2015-12-14,0.066
2016-03-16,0.066
2016-06-15,0.066
2016-09-14,0.066
2016-12-14,0.066
2017-03-15,0.075
2017-06-14,0.075
2017-09-14,0.075
