fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2006-12-31,USD,36686000,75115000,38429000,38429000,10733000,23901000,2052000,25953000,None,None,None,0,None,None,None,2079000,11768000,4942000,None,None,None,10733000,12812000,6826000
2007-12-31,USD,37826000,80297000,42471000,42471000,10739000,24950000,2137000,27087000,None,None,None,24000,None,None,None,2468000,12430000,5187000,None,None,None,10739000,13207000,7243000
2008-12-31,USD,36729000,81074000,44345000,44345000,6617000,28012000,2100000,30112000,None,None,None,135000,None,None,None,2994000,6997000,3395000,None,None,None,6742000,9736000,3602000
2009-12-31,USD,28953000,71397000,42444000,42444000,-3081000,32265000,542000,32034000,None,None,None,120000,None,None,None,5108000,-3410000,-1104000,None,None,None,-3290000,1818000,-2306000
2010-12-31,USD,34974000,81795000,46821000,46821000,3937000,31805000,948000,31037000,None,None,None,143000,None,None,None,4081000,3686000,1933000,None,None,None,3829000,7910000,1753000
2011-12-31,USD,43811000,93668000,49857000,49857000,9649000,83303000,1474000,34162000,None,None,None,148000,None,-244000,None,3720000,9257000,3109000,None,6148000,None,9405000,13125000,6148000
2012-12-31,USD,40745000,97644000,56899000,56899000,5200000,32682000,2863000,35545000,None,None,None,93000,None,-29000,None,3089000,5078000,2302000,None,2776000,None,5171000,8260000,2776000
2013-12-31,USD,46817000,109338000,62521000,62521000,8000000,36375000,2442000,38817000,None,None,None,56000,None,-79000,None,3014000,7865000,2764000,None,5101000,None,7921000,10935000,5101000
2014-12-31,USD,35128000,79017000,43889000,43889000,-25163000,35432000,1459000,36891000,None,None,None,125000,None,-515000,None,4306000,-25803000,-8078000,None,-17725000,None,-25678000,-21372000,-17725000
2015-12-31,USD,28557000,73664000,45107000,45107000,-8257000,31116000,4273000,35389000,None,None,6000,27000,None,-339000,None,4205000,-8623000,3757000,None,-12380000,None,-8596000,-4391000,-12380000
2016-12-31,USD,18794000,55161000,36367000,36367000,-14824000,25564000,4552000,30116000,None,25000,25000,0,None,-900000,None,3500000,-15724000,1664000,None,-17388000,None,-9124000,-5624000,-17388000
2017-12-31,USD,18022000,45166000,27144000,27144000,-7065000,20933000,1070000,22003000,None,10000,10000,0,None,-50000,None,1527000,-7115000,-46000,None,-7069000,None,-3981000,-2454000,-10983000
2018-12-31,USD,20064000,56535000,36471000,36471000,110000,18564000,1073000,19637000,None,6000,6000,0,None,8000,None,847000,118000,33000,None,85000,None,427000,1274000,-28000
2019-12-31,USD,10830000,30467000,19637000,19637000,-8240000,17191000,1127000,19070000,None,41000,41000,732000,None,403000,None,996000,-7837000,14000,None,-7851000,None,-7488000,-6492000,-7852000
2020-12-31,USD,10638000,22550000,11912000,11912000,-4336000,13600000,1177000,14974000,None,-4000,27000,4000,None,119000,None,848000,-4221000,57000,None,-4278000,None,-4217000,-3369000,-4278000
2021-12-31,USD,11898000,24261000,12363000,12363000,-1489000,12055000,1332000,13387000,None,-13000,6000,19000,None,None,None,741000,68000,14000,None,54000,None,87000,828000,54000
2022-12-31,USD,11643000,26941000,15298000,15298000,-1527000,12275000,895000,13170000,None,185000,202000,17000,None,None,None,440000,-1388000,54000,None,-1442000,None,-1371000,-931000,-1442000
2023-12-31,USD,11656000,27081000,15425000,15425000,-2658000,12200000,1511000,14314000,None,1050000,1069000,21000,None,None,None,342000,-1469000,69000,None,-1401000,None,-1448000,-1106000,-1538000
2024-12-31,USD,10623000,25133000,14510000,14510000,-4702000,13761000,1564000,15325000,None,1251000,1251000,0,None,None,None,460000,-1866000,77000,None,-1943000,None,-1866000,-1406000,-1943000
2025-12-31,USD,12383000,26677000,14294000,14294000,-3681000,14050000,2014000,16064000,None,1415000,1415000,None,None,None,None,699000,-2309000,15000,None,-2324000,None,-3681000,-2982000,-2324000
