fiscalDateEnding,reportedEPS
1996-12-31,0.23
1997-12-31,0.28
1998-12-31,0.39
1999-12-31,0.57
2000-12-31,0.68
2001-12-31,0.64
2002-12-31,0.74
2003-12-31,0.84
2004-12-31,1.16
2005-12-31,2
2006-12-31,1.94
2007-12-31,1.99
2008-12-31,2.1
2009-12-31,1.4
2010-12-31,1.82
2011-12-31,2.39
2012-12-31,2.77
2013-12-31,2.48
2014-12-31,3.09
2015-12-31,3.37
2016-12-31,3.25
2017-12-31,3.75
2018-12-31,6.19
2019-12-31,5.73
2020-12-31,5.34
2021-12-31,9.98
2022-12-31,11.75
2023-12-31,7.35
2024-12-31,5.52
2025-12-31,4.07
2026-03-31,1.16
