fiscalDateEnding,reportedEPS
1996-12-31,0.32
1998-12-31,1.85
1999-12-31,1.61
2000-12-31,1.33
2001-12-31,0.1
2002-12-31,-0.24
2003-12-31,-1.35
2004-12-31,0.65
2005-12-31,1.17
2006-12-31,1.81
2007-12-31,2.53
2008-12-31,2.8
2009-12-31,0.74
2010-12-31,1.42
2011-12-31,1.91
2012-12-31,1.51
2013-12-31,1.69
2014-12-31,1.49
2015-12-31,1.42
2016-12-31,2.39
2017-12-31,1.57
2018-12-31,2.81
2019-12-31,1.56
2020-12-31,2.01
2021-12-31,1.37
2022-12-31,1.22
2023-12-31,2.66
2024-12-31,2.45
2025-12-31,3.29
2026-03-31,0
