fiscalDateEnding,reportedEPS
1998-12-31,0.1083
1999-12-31,0.125
2000-12-31,0.1579
2001-12-31,0.2042
2002-12-31,0.2957
2003-12-31,0.2353
2004-12-31,0.31
2005-12-31,0.4014
2006-12-31,0.45
2007-12-31,0.59
2008-12-31,0.68
2009-12-31,0.9336
2010-12-31,1.12
2011-12-31,1.29
2012-12-31,1.33
2013-12-31,1.47
2014-12-31,1.7
2015-12-31,2.51
2016-12-31,2.52
2017-12-31,2.54
2018-12-31,3.02
2019-12-31,3.19
2020-12-31,3.32
2021-12-31,3.57
2022-12-31,4.04
2023-12-31,3.99
2024-12-31,4.38
2025-12-31,5.04
2026-03-31,1.33
