fiscalDateEnding,reportedEPS
1996-12-31,0.89
1997-12-31,1.45
1998-12-31,1.78
1999-12-31,2.59
2000-12-31,2.96
2001-12-31,3.15
2002-12-31,3.99
2003-12-31,3.44
2004-12-31,-0.58
2005-12-31,2.62
2006-12-31,3.18
2007-12-31,4.81
2008-12-31,6.55
2009-12-31,3.89
2010-12-31,3.73
2011-12-31,4.39
2012-12-31,3.59
2013-12-31,4.48
2014-12-31,5.51
2015-12-31,2.19
2016-12-31,1.18
2017-12-31,1.78
2018-12-31,2.23
2019-12-31,2.74
2020-12-31,2.79
2021-12-31,2.46
2022-12-31,3.09
2023-12-31,4.3
2024-12-31,5.57
2025-12-31,6.75
2026-03-31,1.69
