fiscalDateEnding,reportedEPS
1997-12-31,-0.08
1998-12-31,-0.25
1999-12-31,-0.06
2000-12-31,-0.06
2001-12-31,0.06
2002-12-31,-0.1024
2003-12-31,0.04
2004-12-31,0.05
2005-12-31,0.11
2006-12-31,0.12
2007-12-31,0.05
2008-12-31,0.08
2009-12-31,0.1
2010-12-31,0.13
2011-12-31,0.07
2012-12-31,0.02
2013-12-31,-0.07
2014-12-31,-0.03
2015-12-31,0.06
2016-12-31,0.25
2017-12-31,0.23
2018-12-31,1
2019-12-31,1.14
2020-12-31,2.09
2021-12-31,2.15
2022-12-31,0.97
2023-12-31,2.9
2024-12-31,5.53
2025-12-31,7.17
2026-03-31,0
