fiscalDateEnding,reportedEPS
1996-12-31,0.91
1997-12-31,0.54
1998-12-31,-0.06
1999-12-31,0.81
2000-12-31,0.91
2001-12-31,0.95
2002-12-31,1.17
2003-12-31,1.04
2004-12-31,0.72
2005-12-31,0.86
2006-12-31,1.49
2007-12-31,1.73
2008-12-31,2.26
2009-12-31,1.8
2010-12-31,2.79
2011-12-31,3.38
2012-12-31,4.15
2013-12-31,4.71
2014-12-31,5.76
2015-12-31,5.49
2016-12-31,5.08
2017-12-31,5.8
2018-12-31,7.93
2019-12-31,8.39
2020-12-31,8.19
2021-12-31,9.96
2022-12-31,11.22
2023-12-31,10.32
2024-12-31,11.16
2025-12-31,11.92
2026-03-31,2.87
