date,dividend
1987-02-02,0.57
1987-05-04,0.49
1987-08-03,0.22
1987-11-02,0.52
1988-02-08,0.45
1988-05-03,0.33
1988-08-08,0.4
1988-11-04,0.322
1989-02-06,0.27
1989-05-08,0.27
1989-08-07,0.21
1989-11-06,0.28
1990-02-12,0.37
1990-05-07,0.35
1990-08-06,0.3
1990-11-05,0.39
1991-02-11,0.37
1991-05-06,0.35
1991-08-05,0.37
1991-11-04,0.4
1992-02-10,0.395
1992-05-11,0.39
1992-08-10,0.34
1992-11-06,0.387
1993-02-08,0.23
1993-05-10,0.34
1993-08-09,0.315
1993-11-05,0.305
1994-02-07,0.27
1994-05-09,0.32
1994-08-08,0.16
1994-11-04,0.252
1995-02-06,0.31
1995-05-08,0.278
1995-08-09,0.325
1995-11-08,0.325
1996-02-08,0.352
1996-05-08,0.29
1996-08-12,0.19
1996-11-06,0.26
1997-02-12,0.42
1997-05-14,0.318
1997-08-13,0.36
1997-11-12,0.34
1998-02-11,0.378
1998-05-08,0.39
1998-08-12,0.42
1998-11-13,0.31
1999-02-10,0.37
1999-05-12,0.348
1999-08-11,0.25
1999-11-09,0.26
2000-02-09,0.39
2000-05-10,0.41
2000-08-09,0.43
2000-11-08,0.33
2001-02-14,0.71
2001-05-09,0.61
2001-08-08,0.54
2001-11-14,0.6
2002-02-13,0.51
2002-05-08,0.5
2002-08-07,0.5
2002-11-13,0.38
2003-02-12,0.51
2003-05-14,0.5
2003-08-13,0.49
2003-11-12,0.45
2004-02-11,0.46
2004-05-12,0.43
2004-08-11,0.37
2004-11-09,0.33
2005-02-09,0.54
2005-05-11,0.69
2005-08-10,0.57
2005-11-08,0.42
2006-02-08,0.85
2006-05-10,0.88
2006-08-09,0.77
2006-11-08,0.78
2007-02-09,0.89
2007-05-09,0.8
2007-08-08,0.58
2007-11-14,0.64
2008-02-13,0.76
2008-05-14,0.98
2008-08-12,0.89
2008-11-12,1.03
2009-02-11,1.06
2009-05-13,0.99
2009-08-12,0.58
2009-11-10,0.38
2010-02-10,0.5
2010-05-12,0.51
2010-08-11,0.47
2010-11-09,0.56
2011-02-09,0.55
2011-05-11,0.73
2011-08-10,0.71
2011-11-10,0.64
2012-02-15,0.66
2012-05-09,0.68
2012-08-08,0.61
2012-11-14,0.51
2013-02-13,0.59
2013-05-15,0.64
2013-08-14,0.49
2013-11-13,0.53
2014-02-12,0.54
2014-05-13,0.56
2014-08-13,0.46
2014-11-12,0.39
2015-02-11,0.35
2015-05-13,0.33
2015-08-12,0.36
2015-11-10,0.23
2016-02-10,0.16
2016-05-11,0.24
2016-08-17,0.15
2016-11-16,0.12
2017-02-15,0.15
2017-05-17,0.19
2017-08-16,0.2
2017-11-16,0.22
2018-02-15,0.17
2018-05-17,0.19
2018-08-16,0.19
2018-11-15,0.15
2019-02-14,0.22
2019-05-16,0.22
2019-08-15,0.22
2019-11-14,0.16
2020-02-13,0.08
2020-05-14,0.11
2020-08-13,0.11
2020-11-12,0.02
2021-02-11,0.04
2021-05-13,0.14
2021-08-12,0.15
2021-11-10,0.14
2022-02-10,0.25
2022-05-12,0.38
2022-08-18,0.46
2022-11-17,0.74
2023-02-16,1.0
2023-05-18,1.05
2023-08-17,0.21
2024-02-15,0.05
2024-05-16,0.2
2024-08-16,0.21
2024-11-15,0.02
2025-02-14,0.04
2025-05-16,0.2
2025-08-15,0.26
2025-11-14,0.31
2026-02-13,0.22
