fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2006-03-31,USD,16461000,None,None,None,None,7522000,7900000,None,-5058000,None,-7676000,-3834000,None,None,None,None,3453000,3453000,None,None,None,None,-72000,None,None,None,None,11466000
2006-06-30,USD,27052000,None,None,None,None,7588000,6679000,None,8000,None,-6541000,-30475000,None,None,None,None,3758000,3758000,None,None,None,None,-13463000,None,98000,None,None,28918000
2006-09-30,USD,37471000,None,None,None,None,6677000,12052000,None,8699000,None,-12049000,-9244000,None,None,None,None,3099000,3099000,None,None,None,None,-6936000,None,2942000,None,None,17089000
2006-12-31,USD,13754000,None,None,None,None,8249000,5423000,None,-10799000,None,-39882000,-15096000,None,None,None,None,3415000,3415000,None,None,None,None,-1859000,None,-40000,None,None,17887000
2007-03-31,USD,6510000,None,None,None,None,9189000,7635000,None,-14196000,None,-7661000,-5212000,None,None,None,None,3777000,3777000,None,None,None,None,-5010000,None,33000,None,None,20262000
2007-06-30,USD,36442000,None,None,None,None,9109000,9609000,None,-1873000,None,-9570000,1712000,None,None,None,None,3777000,3777000,None,None,None,None,-1019000,None,-52000,None,None,23974000
2007-09-30,USD,61012000,None,None,None,None,6377000,9317000,None,18276000,None,-9935000,-47900000,None,None,None,None,3778000,3778000,None,None,None,None,-43064000,None,3849000,None,None,36034000
2007-12-31,USD,6373000,None,None,None,None,9297000,6572000,None,-17947000,None,-6305000,-11000000,None,None,None,None,3726000,3726000,None,None,None,None,-4777000,None,1377000,None,None,25325000
2008-03-31,USD,22818000,None,None,None,None,9004000,9365000,None,-14655000,None,-9498000,-15934000,None,None,None,None,4067000,4067000,None,None,None,None,-33924000,None,1366000,None,None,29714000
2008-06-30,USD,56160000,None,None,None,None,8874000,8580000,None,-5364000,None,-7851000,-26991000,None,None,None,None,4036000,4036000,None,None,None,None,None,None,62000,None,None,32414000
2008-09-30,USD,40003000,None,None,None,None,8275000,12999000,None,1305000,None,-12255000,5021000,None,None,None,None,4043000,4043000,None,None,None,None,-1100000,None,4588000,None,None,34427000
2008-12-31,USD,5470000,None,None,None,None,14005000,8505000,None,-13332000,None,-377364000,360597000,None,None,None,None,4068000,4068000,None,None,None,None,None,None,1968000,None,None,27064000
2009-03-31,USD,46356000,None,None,None,None,14353000,6849000,None,333000,None,-6867000,-7514000,None,None,None,None,4068000,4068000,None,None,None,None,None,None,None,None,None,18474000
2009-06-30,USD,63332000,None,None,None,None,17708000,2561000,None,35344000,None,-379190000,255248000,None,None,None,None,4073000,4073000,None,None,None,None,360293000,None,1191000,None,None,24997000
2009-09-30,USD,103494000,None,None,None,None,17882000,11032000,None,30241000,None,49291000,-120391000,None,None,None,None,4080000,4080000,None,None,None,None,4543000,None,1163000,None,None,23817000
2009-12-31,USD,61269000,None,None,None,None,18936000,8980000,None,6196000,None,-33914000,-50594000,None,None,None,None,4102000,4102000,None,None,None,None,30610000,None,2540000,None,None,22446000
2010-03-31,USD,64712000,None,None,None,None,19058000,5156000,None,2134000,None,-4316000,-63986000,None,None,None,None,4105000,4105000,None,None,None,None,2105000,None,1343000,None,None,24176000
2010-06-30,USD,35628000,None,None,None,None,18461000,4698000,None,-1983000,None,-4676000,-23089000,None,None,None,None,4764000,4764000,None,None,None,None,-2383000,None,1303000,None,None,31865000
2010-09-30,USD,22963000,None,None,None,None,19161000,9270000,None,-451000,None,-9226000,8684000,None,None,None,None,4114000,4114000,None,None,None,None,-2130000,None,1500000,None,None,32675000
2010-12-31,USD,7177000,None,None,None,None,18897000,10213000,24256000,-31514000,None,-10211000,-39819000,None,None,None,None,4136000,4136000,None,None,None,None,-6837000,None,2304000,-44271000,-1418000,22399000
2011-03-31,USD,12999000,None,None,None,None,18512000,9911000,-31968000,-28369000,None,-9893000,-5062000,None,None,None,None,4812000,4812000,None,None,None,None,1514000,None,1809000,-489000,1467000,32090000
2011-06-30,USD,26624000,None,None,None,None,19890000,12516000,-4210000,-17506000,None,-51450000,35379000,None,None,None,None,4816000,4816000,None,None,None,None,97891000,None,1257000,11779000,1226000,36056000
2011-09-30,USD,67823000,None,None,None,None,18094000,15615000,-37471000,746000,None,-15586000,-46477000,None,None,None,None,4817000,4817000,None,None,None,None,38459000,None,1220000,1941000,-3819000,41690000
2011-12-31,USD,2328000,None,None,None,None,18427000,17254000,43739000,-29436000,None,-17194000,-8210000,None,None,None,None,4823000,4823000,None,None,None,None,-4663000,None,3647000,-24159000,-1083000,28416000
2012-03-31,USD,9898000,None,None,None,None,17807000,13269000,-54991000,-5785000,None,-13114000,8093000,None,None,None,None,5520000,5520000,None,None,None,None,-9649000,None,1644000,5949000,1072000,38751000
2012-06-30,USD,51427000,None,None,None,None,17636000,13701000,3249000,-11697000,None,-13685000,-51772000,None,None,None,None,5512000,5512000,None,None,None,None,-17569000,None,1389000,-16426000,-2396000,28302000
2012-09-30,USD,80460000,None,None,None,None,14747000,20676000,-51058000,28216000,None,-20624000,-38572000,None,None,None,None,5496000,5496000,None,None,None,None,-12229000,None,1948000,21926000,662000,46119000
2012-12-31,USD,39974000,None,None,None,None,17941000,29894000,71423000,-15543000,None,-228743000,195286000,None,None,None,None,5474000,5474000,None,None,None,None,215000000,None,3438000,7627000,1110000,27368000
2013-03-31,USD,53013000,None,None,None,None,19951000,17290000,None,-9083000,None,-16981000,-49598000,None,None,None,None,5492000,5492000,None,None,None,None,-17144000,None,1941000,42217000,None,42446000
