fiscalDateEnding,reportedEPS
2004-12-31,1.395
2005-12-31,-3.7247
2006-12-31,-2.7352
2007-12-31,2.1881
2008-12-31,2.0041
2010-12-31,78.1849
2011-12-31,-17.4091
2012-12-31,-201.756
2013-12-31,-7.4759
2014-12-31,-10.4303
2016-12-31,-11.223
2017-12-31,-4.7665
2019-12-31,-6.2262
2020-12-31,-2.7331
2021-12-31,-0.1557
2022-12-31,-0.0756
2023-12-31,-2.9443
2024-12-31,-0.8788
2025-12-31,-2.594
