fiscalDateEnding,reportedEPS
1996-06-30,0.42
1997-06-30,0.91
1998-06-30,1.13
1999-06-30,1.37
2000-06-30,1.55
2001-06-30,1.76
2002-06-30,2.64
2003-06-30,3.19
2005-06-30,6.14
2006-06-30,3.32
2007-06-30,3.46
2008-06-30,3.81
2009-06-30,3.5
2010-06-30,2.22
2011-06-30,2.67
2012-06-30,3.21
2013-06-30,3.73
2014-06-30,3.84
2015-06-30,4.39
2016-06-30,5.25
2017-06-30,5.42
2018-06-30,5
2019-06-30,5.28
2020-06-30,5.45
2021-06-30,5.55
2022-06-30,5.06
2023-06-30,5.81
2024-06-30,7.47
2025-06-30,7.99
2026-03-31,5.18
