fiscalDateEnding,reportedEPS
1996-09-30,0.0126
1997-09-30,0.07
1998-09-30,0.11
1999-09-30,0.29
2000-09-30,0.53
2001-09-30,0.51
2002-09-30,0.5
2003-09-30,0.71
2004-09-30,1.1
2005-09-30,1.17
2006-09-30,1.64
2007-09-30,2.02
2008-09-30,2.24
2009-09-30,1.9
2010-09-30,2.46
2011-09-30,3.21
2012-09-30,3.72
2013-09-30,4.51
2014-09-30,5.02
2015-09-30,4.64
2016-09-30,4.45
2017-09-30,4.28
2018-09-30,3.43
2019-09-30,3.55
2020-09-30,4.18
2021-09-30,8.54
2022-09-30,12.53
2023-09-30,8.41
2024-09-30,10.21
2025-09-30,12.03
2025-12-31,3.5
