fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding
2006-12-31,USD,51929742,4398350,1534603,1534603,56631,177737,47531392,None,None,1058571,1058571,None,None,None,None,2629379,None,50747263,46054513,729549,None,None,41614127,4692750,None,None,None,None,41614127,3704057,None,1182479,None,-68001384,67610,767
2007-12-31,USD,1236179,152534,48833,48833,None,46292,1083645,None,None,None,None,None,None,None,None,57409,None,8587835,8462835,1384929,None,None,4342500,125000,None,None,None,None,2767500,2735406,None,-7351656,None,-77875556,52027,918
2008-12-31,USD,5683213,1558617,731631,731631,None,773732,4124596,None,None,None,None,None,None,None,None,53254,None,1378856,258856,24085,None,None,None,1120000,None,None,None,None,1120000,225312,None,4304357,None,-70864556,60432,999
2009-12-31,USD,4338889,1796930,261164,261164,None,1498281,2541959,None,None,None,None,None,None,None,None,37485,None,1676687,541099,73846,None,None,-459665,1135588,None,None,None,None,1139382,461569,None,2662202,None,-72542471,61820,916
2010-12-31,USD,3627597,1869139,373470,373470,None,1459466,1758458,None,None,None,None,None,None,None,None,36203,None,2123379,992517,29575,None,None,260372,1130862,None,None,None,None,1380372,702570,None,1504218,None,-74062429,67909,946
2011-12-31,USD,1882430,66407,19428,19428,None,16507,1816023,None,None,None,None,None,None,None,None,138361,None,3627349,2463189,84196,None,None,1272731,1164160,None,None,None,None,1272731,1106262,None,-1744919,None,-78211469,71426,1057
2012-12-31,USD,11423050,2824273,2478250,2478250,1,212123,8598777,3434000,None,None,None,None,None,None,None,133900,None,6018900,4709602,1054355,None,None,2170065,1309298,None,None,None,None,2170065,1485182,None,5404150,None,-12776688,21551,31025
2013-12-31,USD,25800605,6974233,6613470,6613470,74310,158000,18826372,8802639,None,None,None,None,None,4100,None,203000,None,14913765,14838318,2088000,None,None,9759000,75447,None,None,None,None,9759539,2991000,75447,10886840,None,-30922151,26121,84982
2014-12-31,USD,41740000,9624000,6675000,6675000,81000,660000,32116000,22055000,None,None,None,None,None,6367000,None,2289000,None,43163000,20341000,8650000,None,None,7383000,22822000,None,22733000,526000,None,30116000,4308000,89000,-1368000,None,-60796000,33000,141220
2015-12-31,USD,64653000,4913000,1138000,1138000,252000,633000,59740000,58767000,None,None,None,None,None,4000,None,50000,None,49616000,7567000,3380000,None,None,1347000,42049000,None,37984000,759000,None,43207000,2840000,5046000,15096000,None,-82112000,45000,207669
2016-12-31,USD,58780000,1296000,659000,659000,None,464000,57484000,57395000,None,None,None,None,None,4000,None,73000,None,60736000,3310000,103000,None,None,888000,57426000,None,55914000,888000,None,56802000,2319000,246000,-1956000,None,-101731000,55000,244301
2017-12-31,USD,36401000,1394000,917000,917000,1,301000,35007000,34922000,None,None,None,None,None,0,None,252000,None,73541000,3372000,101000,None,None,588000,70169000,None,66497000,588000,None,67085000,2683000,19602000,-37140000,None,-138101000,7000,292369
2018-12-31,USD,67525000,6825000,3463000,3463000,None,842000,60700000,60462000,None,None,None,None,None,0,None,2520000,None,50553000,8850000,4509000,None,None,0,41703000,None,38294000,None,None,38294000,4341000,41303000,16972000,None,-84494000,16000,565662
2019-12-31,USD,122896000,27090000,22415000,22415000,None,4602000,95806000,92208000,None,None,None,None,None,None,None,73000,None,17394000,15220000,12099000,None,None,97000,2174000,397000,0,None,None,397000,3024000,2174000,105502000,None,-95596000,71000,2560749
2020-12-31,USD,79564000,8753000,8027000,8027000,1,660000,70811000,67268000,None,None,None,None,None,None,None,66000,None,3928000,1978000,212000,None,None,393000,1950000,300000,82000,288000,None,670000,1373000,1868000,75636000,None,-128286000,72000,3610478
2021-12-31,USD,98221000,28038000,25930000,25930000,None,1782000,70183000,66640000,None,None,None,None,None,None,None,326000,None,6738000,5181000,2626000,None,None,114000,1557000,195000,0,None,None,195000,2441000,None,91483000,None,-129585000,84000,3998162
2022-12-31,USD,116110000,32109000,29430000,29430000,None,2430000,84001000,80218000,None,None,None,None,None,None,None,249000,None,19651000,16962000,1556000,None,None,81000,2689000,81000,None,None,None,81000,15325000,None,96459000,None,-126741000,86000,4275655
2023-12-31,USD,120058000,24607000,18515000,18515000,1,5832000,95451000,94595000,None,None,None,None,None,None,None,260000,None,21292000,18899000,6580000,None,None,89000,2393000,316000,None,None,None,316000,12230000,None,98766000,None,-126477000,87000,87031692
2024-12-31,USD,133845000,13215000,4010000,4010000,0,8288000,120630000,103736000,None,None,None,None,None,None,None,917000,None,12745000,6908000,2625000,None,None,99000,5837000,228000,None,None,None,228000,4184000,None,121100000,None,-106002000,89000,4461812
2025-12-31,USD,375869000,37751000,3222000,3222000,61000,25666000,338118000,322483000,None,None,None,None,None,None,8368000,8802000,None,168505000,64477000,32436000,None,None,182000,104028000,214000,87000000,None,None,214000,31859000,2197000,207364000,None,-121860000,5000,4615058
