fiscalDateEnding,reportedEPS
1996-12-31,1.15
1997-12-31,1
1998-12-31,0.85
1999-12-31,1.12
2000-12-31,1.24
2001-12-31,1.23
2002-12-31,0.72
2003-12-31,0.76
2004-12-31,0.89
2005-12-31,1.16
2006-12-31,1.1
2007-12-31,1.33
2008-12-31,1.22
2009-12-31,0.99
2010-12-31,1.39
2011-12-31,1.38
2012-12-31,1.54
2013-12-31,1.66
2014-12-31,1.74
2015-12-31,1.71
2016-12-31,1.88
2017-12-31,1.93
2018-12-31,2.16
2019-12-31,2.33
2020-12-31,2.42
2021-12-31,2.62
2022-12-31,2.76
2023-12-31,2.79
2024-12-31,2.81
2025-12-31,3.23
2026-03-31,0
