date,dividend
1996-05-13,0.022222
1996-07-29,0.022222
1996-11-13,0.022222
1997-02-12,0.022222
1997-05-13,0.023333
1997-08-13,0.023333
1997-11-12,0.023333
1998-02-11,0.033333
1998-05-13,0.033333
1998-08-12,0.032
1998-11-10,0.032
1999-02-10,0.032
1999-05-12,0.032
1999-08-12,0.033
1999-11-10,0.033
2000-02-11,0.035
2000-05-11,0.035
2000-08-11,0.035
2000-11-14,0.035
2001-02-13,0.035
2001-05-11,0.035
2001-08-13,0.035
2001-11-13,0.035
2002-02-13,0.035
2002-05-13,0.035
2002-08-13,0.033
2002-11-13,0.033
2003-02-12,0.035
2003-05-13,0.035
2003-08-13,0.05
2003-11-13,0.05
2004-02-11,0.05
2004-05-12,0.05
2004-08-12,0.055
2004-11-10,0.055
2005-02-16,0.055
2005-05-12,0.055
2005-08-11,0.06
2005-11-10,0.06
2006-02-10,0.06
2006-05-15,0.06
2006-08-15,0.065
2006-11-14,0.065
2007-02-12,0.065
2007-05-15,0.065
2007-08-15,0.07
2007-11-14,0.07
2008-02-13,0.07
2008-05-14,0.07
2008-08-13,0.075
2008-11-12,0.075
2009-02-11,0.075
2009-05-13,0.075
2009-08-13,0.08
2009-11-12,0.08
2010-02-10,0.08
2010-05-12,0.08
2010-08-13,0.085
2010-11-12,0.085
2011-02-10,0.085
2011-05-13,0.085
2011-08-15,0.09
2011-11-14,0.09
2012-02-13,0.09
2012-05-15,0.09
2012-08-15,0.115
2012-11-14,0.115
2013-02-12,0.115
2013-05-15,0.115
2013-08-14,0.13
2013-11-13,0.13
2014-02-12,0.26
2014-05-14,0.26
2014-08-13,0.27
2014-11-12,0.27
2015-02-11,0.27
2015-05-13,0.27
2015-08-13,0.28
2015-11-12,0.28
2016-02-10,0.28
2016-05-13,0.28
2016-08-15,0.29
2016-11-14,0.29
2017-02-10,0.29
2017-05-15,0.29
2017-08-15,0.3
2017-11-15,0.3
2018-02-13,0.3
2018-05-16,0.3
2018-08-16,0.31
2018-11-15,0.31
2019-02-13,0.31
2019-05-16,0.31
2019-08-15,0.31
2019-11-14,0.31
2020-02-13,0.31
2020-05-14,0.32
2020-08-14,0.32
2020-11-13,0.32
2021-02-11,0.32
2021-05-13,0.33
2021-08-16,0.33
2021-11-15,0.33
2022-02-11,0.33
2022-05-16,0.33
2022-08-16,0.34
2022-11-15,0.34
2023-02-13,0.34
2023-05-16,0.34
2023-08-16,0.35
2023-11-15,0.35
2024-02-14,0.35
2024-05-16,0.35
2024-08-16,0.36
2024-11-15,0.36
2025-02-14,0.36
2025-05-16,0.36
2025-08-15,0.37
2025-11-14,0.37
2026-02-13,0.37
