fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,stockBasedCompensation,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome
2005-12-31,USD,274740000,None,None,None,None,97524000,102426000,None,21748000,None,-70944000,67880000,None,None,None,None,312087000,312087000,None,None,None,None,322590000,None,18680000,None,None,55562000
2006-03-31,USD,156253000,None,None,None,None,123230000,65630000,None,-15507000,None,-272212000,83656000,None,None,None,None,None,None,None,None,None,None,None,None,23620000,None,None,122969000
2006-06-30,USD,183372000,None,None,None,None,75692000,14092000,None,-8071000,None,-385374000,10634000,None,None,None,None,None,None,None,None,None,None,-366000,None,42005000,None,None,-170613000
2006-09-30,USD,259838000,None,None,None,None,89731000,54118000,None,605000,None,121491000,-311268000,None,None,None,None,None,None,None,None,None,None,-319902000,None,36434000,None,None,156599000
2006-12-31,USD,241805000,None,None,None,None,87217000,64472000,None,-13664000,None,-63678000,68568000,None,None,None,None,None,None,None,None,None,None,320268000,None,24724000,None,None,108556000
2007-03-31,USD,262329000,None,None,None,None,88815000,37402000,None,6717000,None,-167382000,24401000,None,None,None,None,None,None,None,None,None,None,None,None,29560000,None,None,131501000
2007-06-30,USD,202018000,None,None,None,None,92460000,79846000,None,-28890000,None,564094000,64412000,None,None,None,None,None,None,None,None,None,None,None,None,29859000,None,None,186140000
2007-09-30,USD,210426000,None,None,None,None,96755000,58502000,None,-18785000,None,-66649000,-1317684000,None,None,None,None,1504163000,1504163000,None,None,None,None,-2991183000,None,31790000,None,None,119381000
2007-12-31,USD,345862000,None,None,None,None,102263000,108356000,None,-12326000,None,-616635000,493651000,None,None,None,None,19222000,19222000,None,None,None,None,-1000,None,31920000,None,None,201150000
2008-03-31,USD,366985000,None,None,None,None,106932000,86031000,None,-6344000,None,449577000,-787532000,None,None,None,None,986876000,986876000,None,None,None,None,-240219000,None,34529000,None,None,163097000
2008-06-30,USD,276022000,None,None,None,None,105539000,71062000,None,-21843000,None,-250223000,-250129000,None,None,None,None,104000,104000,None,None,None,None,-319548000,None,33118000,None,None,206628000
2008-09-30,USD,512193000,None,None,None,None,127571000,64868000,None,-6189000,None,-99470000,134828000,None,None,None,None,None,None,None,None,None,None,None,None,36692000,None,None,206788000
2008-12-31,USD,409292000,None,None,None,None,122017000,53993000,None,29884376000,None,-465757000,-333839000,None,None,None,None,1512474000,1512474000,None,None,None,None,-179171000,None,41868000,None,None,206654000
2009-03-31,USD,300750000,None,None,None,None,122146000,37041000,None,-12720000,None,-91706000,-66928000,None,None,None,None,None,None,None,None,None,None,-57631000,None,37889000,None,None,243987000
2009-06-30,USD,228551000,None,None,None,None,126731000,34680000,None,-1633000,None,-211514000,3151000,None,None,None,None,0,0,None,None,None,None,7300000,None,41003000,None,None,142845000
2009-09-30,USD,263425000,None,None,None,None,85884000,38408000,None,-10842000,None,-474433000,6383000,None,None,None,None,0,0,None,None,None,None,8800000,None,41010000,None,None,279602000
