fiscalDateEnding,reportedEPS
1996-12-31,-0.05
1997-12-31,-0.08
1998-12-31,0.19
1999-12-31,0.29
2000-12-31,0.33
2001-12-31,0.59
2002-12-31,0.85
2003-12-31,0.98
2004-12-31,1.4
2005-12-31,1.57
2006-12-31,2.25
2007-12-31,2.76
2008-12-31,3.65
2009-12-31,4.12
2010-12-31,5.16
2011-12-31,5.91
2012-12-31,6.53
2013-12-31,8.96
2014-12-31,13.7
2015-12-31,17.02
2016-12-31,20.23
2017-12-31,21.81
2018-12-31,26.24
2019-12-31,33.64
2020-12-31,32.82
2021-12-31,19.18
2022-12-31,18.45
2023-12-31,15.08
2024-12-31,16.47
2025-12-31,15.29
2026-03-31,0
