fiscalDateEnding,reportedEPS
1996-12-31,0.12
1997-12-31,0.57
1998-12-31,0.79
1999-12-31,0.06
2000-12-31,0.27
2001-12-31,0.65
2002-12-31,0.46
2003-12-31,0.53
2004-12-31,0.57
2005-12-31,1.01
2006-12-31,1.96
2007-12-31,3.75
2008-12-31,5.1
2009-12-31,3.94
2010-12-31,4.09
2011-12-31,4.77
2012-12-31,5.91
2013-12-31,5.52
2014-12-31,6.18
2015-12-31,2.75
2016-12-31,-0.85
2017-12-31,-0.42
2018-12-31,-0.0574
2019-12-31,0.29
2020-12-31,0.3
2021-12-31,-0.5
2022-12-31,0.55
2023-12-31,1.28
2024-12-31,1.61
2025-12-31,0.38
2026-03-31,0
