fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2014-12-31,USD,0,0,0,0,-110090,52390,46200,0,None,None,None,0,None,None,None,None,-110090,0,None,-110890,None,0,None,0
2015-12-31,USD,-11500,0,11500,11500,-110090,52390,46200,98590,None,None,None,0,None,0,None,11500,-110090,800,None,-937536,None,-110090,-98590,-110890
2016-12-31,USD,-53023,7103,60126,60126,-1352544,74260,146870,1299521,None,-18512,None,40962,None,0,None,57663,-1363506,-85388,None,-14872,None,-1218644,-1160981,-1363506
2017-12-31,USD,-32518,46396,78914,78914,-2679760,2235345,64376,2647242,None,-283079,None,283079,None,0,None,61129,-2942838,263078,None,-2942838,None,-2659760,-2598631,-2942838
2018-12-31,USD,13455,131274,117819,117819,-1711694,987435,23618,1725149,None,-290009,None,290009,None,0,None,62028,-2001704,290010,None,-2001704,None,-1711694,-1649666,-2001704
2019-12-31,USD,156033,535109,379076,379076,-6000221,5152643,309061,6156254,None,-1601851,None,1601851,None,None,None,62028,-7602072,1601851,None,-7602072,None,-6000221,-5938193,-7602072
2020-12-31,USD,303192,1255703,952511,952511,-2771921,1773529,320472,3075113,None,-2292957,None,2292957,None,None,None,61724,-5981082,2292957,None,-5981082,None,-2771921,-2710197,-5981082
2021-12-31,USD,174696,986826,812130,812130,-3311439,2981109,330353,3486135,None,-2061782,0,2061782,None,None,None,3643,-6098944,2061782,None,-6098944,None,-4037162,-4033519,-6098944
2022-12-31,USD,-807004,7948340,8755344,8755344,-7999554,5872003,746871,7192550,None,-703111,5578,208109,None,None,None,50087,-10088031,1376756,None,-7143153,None,-9879922,-9829835,-10088031
2023-12-31,USD,3036424,16228310,13191886,13191886,-7939636,9466291,132528,10976060,None,-263223,4353,406252,None,None,None,104229,-11100784,1,None,-4376351,None,-10694532,-10590303,-11100784
2024-12-31,USD,-119637,11420268,11539905,11539905,-12220115,9214321,385800,12100478,None,-3968121,1364,3969485,None,None,None,239777,-17604364,None,None,-17604364,None,-13634879,-13395102,-17604364
2025-12-31,USD,-197752,9522109,9719861,9719861,-14762427,9603940,78640,14564675,None,-2525752,1590,2527342,None,None,None,248913,-34325289,None,None,-34325289,None,-31797947,-31549034,-34325289
