fiscalDateEnding,reportedEPS
1996-12-31,0.61
1997-12-31,0.7
1998-12-31,0.85
1999-12-31,1.01
2000-12-31,1.14
2001-12-31,0.68
2002-12-31,0.48
2003-12-31,0.54
2004-12-31,2.61
2005-12-31,3.11
2006-12-31,4.79
2007-12-31,5.33
2008-12-31,6.55
2009-12-31,1.81
2010-12-31,2.61
2011-12-31,4.58
2012-12-31,5.34
2013-12-31,4.37
2014-12-31,4.83
2015-12-31,4.54
2016-12-31,4.48
2017-12-31,5.44
2018-12-31,8.9
2019-12-31,10.34
2020-12-31,7.69
2021-12-31,21.95
2022-12-31,29.92
2023-12-31,22.58
2024-12-31,15.81
2025-12-31,14.24
2026-03-31,5.16
