fiscalDateEnding,reportedEPS
1998-12-31,0.0844
1999-12-31,0.04
2000-12-31,0.1403
2001-12-31,0.1244
2002-12-31,-0.0299
2003-12-31,0.0429
2004-12-31,0.15
2005-12-31,0.26
2006-12-31,0.49
2007-12-31,0.4
2008-12-31,0.38
2009-12-31,-0.1
2010-12-31,0.66
2011-12-31,1.35
2012-12-31,1.26
2013-12-31,0.77
2014-12-31,1.13
2015-12-31,-0.46
2016-12-31,-0.66
2017-12-31,0.66
2018-12-31,0.77
2019-12-31,-0.1245
2020-12-31,-0.26
2021-12-31,0.0266
2022-12-31,1.01
2023-12-31,0.9
2024-12-31,0.43
2025-12-31,0.27
2026-03-31,0
