date,dividend
2018-05-14,0.351
2018-05-30,0.166
2018-06-28,0.114
2018-07-30,0.129
2018-08-30,0.093
2018-09-27,0.131
2018-10-30,0.116
2018-11-29,0.067
2018-12-28,0.115
2019-01-30,0.088
2019-02-27,0.041
2019-03-28,0.042
2019-04-29,0.055
2019-05-30,0.09
2019-06-27,0.072
2019-07-30,0.07
2019-08-29,0.07
2019-09-27,0.07
2019-10-30,0.041
2019-11-27,0.037
2019-12-30,0.051
2020-01-30,0.032
2020-02-27,0.051
2020-03-30,0.015
2020-09-29,0.01
2020-10-29,0.013
2020-11-27,0.02
2020-12-30,0.015
2021-01-28,0.016
2021-02-25,0.024
2021-03-30,0.047
2021-04-29,0.045
2021-05-27,0.056
2021-06-29,0.061
2021-07-29,0.06
2021-08-30,0.062
2021-09-29,0.05
2021-10-28,0.053
2021-11-29,0.063
2021-12-30,0.07
2022-01-28,0.071
2022-02-25,0.066
2022-03-30,0.071
2022-04-28,0.062
2022-05-27,0.101
2022-06-29,0.1
2022-07-28,0.091
2022-08-30,0.092
2022-10-28,0.093
2022-11-29,0.09
2022-12-29,0.081
2023-01-30,0.071
2023-02-27,0.06
2023-03-30,0.05
2023-04-27,0.031
2023-05-30,0.03
2023-06-29,0.041
2023-07-28,0.04
2023-08-30,0.04
2023-09-28,0.041
2023-10-30,0.041
2023-11-29,0.04
2023-12-28,0.03
2024-01-30,0.035
2024-02-28,0.035
2024-03-27,0.023
2024-04-29,0.031
2024-05-31,0.04
2024-06-28,0.04
2024-07-31,0.04
2024-08-30,0.04
2024-09-30,0.03
2024-10-31,0.03
2024-11-29,0.03
2024-12-31,0.05
2025-01-31,0.04
2025-02-28,0.04
2025-03-31,0.04
2025-04-30,0.024
2025-05-30,0.031
2025-06-30,0.044
2025-07-31,0.032
2025-08-29,0.028
2025-09-30,0.031
2025-10-31,0.032
2025-11-28,0.029
2025-12-31,0.016
2026-01-30,0.019
2026-02-27,0.011
2026-03-31,0.003
