fiscalDateEnding,reportedCurrency,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,netIncome
2006-03-31,USD,87599000,883823000,796224000,796224000,52357000,33322000,None,33322000,None,None,None,21854000,None,None,None,23793000,35458000,13465000,None,None,None,57312000,81105000,21993000
2007-03-31,USD,119646000,1024853000,905207000,905207000,60945000,57988000,None,58701000,None,None,None,12496000,None,None,None,22881000,44942000,12875000,None,None,None,61658000,84539000,32067000
2008-03-31,USD,94266000,1080724000,986458000,986458000,32622000,61147000,61147000,61644000,None,None,None,18675000,None,None,None,22669000,14710000,6691000,None,None,None,33119000,55788000,8019000
2009-03-31,USD,119547000,1280684000,1161137000,1161137000,48188000,69836000,None,71359000,None,None,None,14117000,None,None,None,22026000,34085000,15320000,None,None,None,48202000,70228000,18765000
2010-03-31,USD,150287000,1280110000,1129823000,1129823000,84998000,65133000,None,65289000,None,None,None,9640000,None,None,None,22415000,75360000,26949000,None,None,None,85000000,107415000,48411000
2011-03-31,USD,93225000,1189585000,1096360000,1096360000,32294000,60421000,None,60931000,None,None,None,8828000,None,None,None,22581000,23467000,5796000,None,None,None,32295000,54876000,17671000
2012-03-31,USD,92819000,1257805000,1164986000,1164986000,25623000,67971000,0,67196000,None,None,None,8809000,None,None,None,22691000,17521000,6265000,None,None,None,26330000,49021000,11256000
2013-03-31,USD,141312000,1276297000,1134985000,1134985000,70934000,68852000,0,70378000,None,None,None,7665000,None,None,None,23251000,63448000,22035000,None,None,None,71113000,94364000,41413000
2014-03-31,USD,92265000,1340208000,1247943000,1247943000,24906000,70129000,0,67359000,None,None,None,7568000,None,None,None,23281000,17342000,3563000,None,13779000,None,24910000,48191000,13779000
2015-03-31,USD,84363000,1286350000,1201987000,1201987000,20354000,67381000,0,64009000,None,None,None,6866000,None,None,None,21834000,14120000,4221000,None,9899000,None,20986000,42820000,9899000
2016-03-31,USD,147395000,1275360000,1127965000,1127965000,88549000,73515000,0,24971000,None,None,8092000,8044000,None,None,None,21737000,80457000,25999000,None,54458000,None,88549000,110286000,54458000
2017-03-31,USD,106383000,1245681000,1139298000,1139298000,29121000,72996000,0,75433000,None,-9672000,54000,9672000,None,578000,None,24824000,20027000,7414000,None,12613000,None,29121000,53945000,12613000
2018-03-31,USD,74587000,1314765000,1240178000,1240178000,-5267000,73514000,0,69843000,None,-15037000,54000,15037000,None,21000,None,31547000,-20283000,-6472000,None,-13811000,None,-5267000,26280000,-13811000
2019-03-31,USD,39496000,1199581000,1160085000,1160085000,-38079000,72549000,None,77575000,None,-15437000,28000,15465000,None,4257000,None,31235000,-49259000,-12776000,None,-36483000,None,-33794000,-2559000,5747000
2020-03-31,USD,141888000,1335769000,1193881000,1193881000,70524000,76971000,None,71364000,None,-11834000,25000,11859000,None,6925000,None,30933000,65615000,14427000,None,51188000,None,77474000,108407000,52335000
2021-03-31,USD,232185000,1467644000,1235459000,1235459000,181067000,79950000,None,51118000,None,-6125000,42000,6167000,None,-14926000,None,32375000,160016000,33916000,None,126100000,None,166183000,198558000,126100000
2022-03-31,USD,141596000,1385280000,1243684000,1243684000,64009000,76343000,None,77587000,None,-5641000,63000,5704000,None,1527000,None,36523000,59895000,13695000,None,51007000,None,65599000,102122000,46200000
2023-03-31,USD,104319000,1509352000,1405033000,1405033000,21359000,81072000,None,82960000,None,-14325000,528000,14853000,None,6759000,None,40941000,13793000,4562000,None,33138000,None,28646000,69587000,9231000
2024-03-31,USD,188218000,1458603000,1270385000,1270385000,107231000,81209000,None,80987000,None,-34020000,699000,34719000,None,None,None,43478000,82999000,19681000,None,63318000,None,117718000,161196000,63318000
2025-03-31,USD,150201000,1578887000,1428686000,1428686000,77770000,75459000,None,72431000,None,-33245000,967000,34212000,None,None,None,44776000,54483000,13259000,None,41224000,None,88695000,133471000,41224000
