fiscalDateEnding,reportedEPS
2004-12-31,-0.1048
2005-12-31,2.02
2006-12-31,1.8
2007-12-31,1.03
2008-12-31,-0.23
2009-12-31,-0.79
2010-12-31,0.73
2011-12-31,1.68
2012-12-31,2.26
2013-12-31,1.6
2014-12-31,1.95
2015-12-31,2.01
2016-12-31,1.58
2017-12-31,2.85
2018-12-31,3.33
2019-12-31,1.79
2020-12-31,0.98
2021-12-31,3.55
2022-12-31,3.22
2023-12-31,0.36
2024-12-31,-0.3617
2025-12-31,-1.43
2026-03-31,-0.2
