fiscalDateEnding,reportedEPS
1996-12-31,0.33
1997-12-31,0.53
1998-12-31,0.63
1999-12-31,0.39
2000-12-31,0.62
2001-12-31,0.99
2002-12-31,0.81
2003-12-31,0.64
2004-12-31,0.56
2005-12-31,1.09
2006-12-31,2.69
2007-12-31,4.56
2008-12-31,5.74
2009-12-31,6.43
2010-12-31,3.01
2011-12-31,1.31
2012-12-31,1.55
2013-12-31,2.88
2014-12-31,3.01
2015-12-31,2.6
2016-12-31,-0.06
2017-12-31,-1.14
2018-12-31,-1.83
2019-12-31,-1.5
2020-12-31,-48.48
2021-12-31,3.89
2022-12-31,1.19
2023-12-31,1.83
2024-12-31,2.31
2025-12-31,0.67
2026-03-31,0.26
