fiscalDateEnding,reportedEPS
1998-12-31,0.6548
1999-12-31,0.72
2000-12-31,0.77
2001-12-31,0.7
2002-12-31,0.7
2003-12-31,0.7
2004-12-31,0.71
2005-12-31,0.74
2006-12-31,0.75
2007-12-31,0.59
2008-12-31,0.45
2009-12-31,0.64
2010-12-31,0.65
2011-12-31,0.4297
2012-12-31,0.685
2013-12-31,0.8152
2014-12-31,0.8468
2015-12-31,0.9151
2016-12-31,0.9405
2017-12-31,0.93
2018-12-31,0.88
2019-12-31,1
2020-12-31,0.88
2021-12-31,0.97
2022-12-31,1.1
2023-12-31,1.3061
2024-12-31,1.2173
2025-12-31,1.3719
2026-03-31,0.3835
